sucursal,codigo,uc,p1,p2,p3,m1,m2,m3
D,3904242,126.44,155.69,155.69,155.69,18.79,18.79,18.79
D,3904244,204.89,315.36,315.36,230.40,35.03,35.03,11.07
D,3904246,244.32,301.00,301.00,301.00,18.83,18.83,18.83
D,3904252,350.56,454.05,454.05,454.05,22.79,22.79,22.79
D,390426,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3904264,201.29,315.36,315.36,230.40,36.17,36.17,12.63
D,390428,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3904284,204.28,315.36,315.36,230.40,35.22,35.22,11.34
D,3904286,244.32,301.00,301.00,301.00,18.83,18.83,18.83
D,390448,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3904480,173.94,313.32,313.32,284.88,44.48,44.48,38.94
D,3904481,175.01,239.16,239.16,194.40,26.82,26.82,9.97
D,3904482,370.06,545.80,545.80,545.80,32.20,32.20,32.20
D,3904484,173.94,313.32,313.32,284.88,44.48,44.48,38.94
D,3904485,175.01,239.16,239.16,194.40,26.82,26.82,9.97
D,3904486,370.07,520.30,520.30,520.30,28.87,28.87,28.87
D,3904487,271.64,490.31,490.31,490.31,44.60,44.60,44.60
D,3904494,0.00,311.50,311.50,311.50,100.00,100.00,100.00
D,3904495,370.06,490.31,490.31,490.31,24.53,24.53,24.53
D,3904496,173.94,313.32,313.32,284.88,44.48,44.48,38.94
D,3904497,175.02,239.16,239.16,194.40,26.82,26.82,9.97
D,3904498,173.96,313.32,313.32,284.88,44.48,44.48,38.94
D,3904499,171.63,239.16,239.16,194.40,28.24,28.24,11.71
D,3904502,0.00,264.84,264.84,240.72,100.00,100.00,100.00
D,3904506,169.08,313.32,313.32,284.88,46.04,46.04,40.65
D,3904508,169.73,239.16,239.16,194.40,29.03,29.03,12.69
D,3904510,173.92,313.32,313.32,284.88,44.49,44.49,38.95
D,3904512,0.00,245.04,245.04,222.84,100.00,100.00,100.00
D,3904514,370.06,545.80,545.80,545.80,32.20,32.20,32.20
D,3904516,468.54,683.70,683.70,683.70,31.47,31.47,31.47
D,3904520,468.55,683.70,683.70,683.70,31.47,31.47,31.47
D,3904530,0.00,264.84,264.84,240.72,100.00,100.00,100.00
D,3904534,0.00,245.04,245.04,222.84,100.00,100.00,100.00
D,3904538,389.74,545.80,545.80,545.80,28.59,28.59,28.59
D,3904804,73.07,130.92,130.92,119.04,44.19,44.19,38.62
D,3904806,73.08,130.92,130.92,119.04,44.18,44.18,38.61
D,3904808,73.10,130.92,130.92,119.04,44.16,44.16,38.59
D,390521,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3905213,82.03,98.15,98.15,89.28,16.42,16.42,8.12
D,3905214,48.62,98.15,98.15,89.28,50.46,50.46,45.54
D,3905219,82.03,98.15,98.15,89.28,16.42,16.42,8.12
D,3905225,61.52,73.68,73.68,66.96,16.50,16.50,8.12
D,390525,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3905259,48.14,98.15,98.15,89.28,50.95,50.95,46.08
D,390528,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3905289,48.13,98.15,98.15,89.28,50.96,50.96,46.09
D,390561,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3905612,82.05,98.15,98.15,89.28,16.40,16.40,8.10
D,3905615,48.17,98.15,98.15,89.28,50.92,50.92,46.05
D,390562,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3905622,48.62,98.15,98.15,89.28,50.46,50.46,45.54
D,3905625,48.25,98.15,98.15,89.28,50.84,50.84,45.96
D,390563,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3905634,48.69,98.15,98.15,89.28,50.39,50.39,45.46
D,3905636,47.17,98.15,98.15,89.28,51.94,51.94,47.17
D,3905641,48.13,98.15,98.15,89.28,50.96,50.96,46.09
D,3905645,0.00,73.68,73.68,66.96,100.00,100.00,100.00
D,390565,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3905659,48.13,98.15,98.15,89.28,50.96,50.96,46.09
D,390681,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3906818,97.32,151.44,151.44,137.64,35.74,35.74,29.29
D,3906818,97.31,151.44,151.44,137.64,35.74,35.74,29.30
D,3906824,97.34,151.44,151.44,137.64,35.72,35.72,29.28
D,3906826,97.32,151.44,151.44,137.64,35.74,35.74,29.29
D,390683,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3906834,0.00,151.44,151.44,137.64,100.00,100.00,100.00
D,3906842,97.33,151.44,151.44,137.64,35.73,35.73,29.29
D,390686,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3906862,131.59,160.44,160.44,144.60,17.98,17.98,9.00
D,3906864,131.58,160.44,160.44,144.60,17.99,17.99,9.00
D,3906872,131.58,160.44,160.44,144.60,17.99,17.99,9.00
D,3906882,265.77,344.76,344.76,344.76,22.91,22.91,22.91
D,3906884,265.77,344.76,344.76,344.76,22.91,22.91,22.91
D,3906886,265.77,344.76,344.76,344.76,22.91,22.91,22.91
D,390721,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3907212,342.24,452.26,452.26,452.26,24.33,24.33,24.33
D,3907212,243.21,452.26,452.26,452.26,46.22,46.22,46.22
D,3907214,1.20,344.76,344.76,344.76,99.65,99.65,99.65
D,3907216,163.37,183.14,183.14,183.14,10.80,10.80,10.80
D,390722,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3907222,268.61,452.26,452.26,452.26,40.61,40.61,40.61
D,3907224,242.38,344.76,344.76,344.76,29.70,29.70,29.70
D,3907226,163.37,183.14,183.14,183.14,10.80,10.80,10.80
D,390723,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3907232,268.62,452.26,452.26,452.26,40.60,40.60,40.60
D,3907234,242.71,344.76,344.76,344.76,29.60,29.60,29.60
D,3907236,163.38,183.14,183.14,183.14,10.79,10.79,10.79
D,3907252,342.20,452.26,452.26,452.26,24.34,24.34,24.34
D,3907254,242.71,344.76,344.76,344.76,29.60,29.60,29.60
D,390728,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3907282,268.63,452.26,452.26,452.26,40.60,40.60,40.60
D,3907282,268.60,452.26,452.26,452.26,40.61,40.61,40.61
D,390732,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3907322,268.61,452.26,452.26,452.26,40.61,40.61,40.61
D,390733,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3907332,268.61,452.26,452.26,452.26,40.61,40.61,40.61
D,390741,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3907412,83.82,122.40,122.40,93.72,31.52,31.52,10.56
D,3907412,83.80,122.40,122.40,93.72,31.54,31.54,10.58
D,390742,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3907422,83.82,122.40,122.40,93.72,31.52,31.52,10.56
D,390743,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,3907432,83.82,122.40,122.40,93.72,31.52,31.52,10.56
D,3910559,0.00,0.01,0.01,0.01,100.00,100.00,100.00
D,3910574,0.00,0.01,0.01,0.01,100.00,100.00,100.00
D,3910577,0.00,0.01,0.01,0.01,100.00,100.00,100.00
D,3919999,0.01,0.01,0.01,0.01,0.00,0.00,0.00
D,6000001,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,6000002,293.12,365.63,365.63,365.63,19.83,19.83,19.83
D,6000003,72.49,104.56,104.56,80.96,30.67,30.67,10.46
D,6000004,72.48,104.56,104.56,80.96,30.68,30.68,10.47
D,6000005,85.08,150.00,150.00,97.20,43.28,43.28,12.47
D,6000006,403.24,473.60,473.60,435.20,14.86,14.86,7.34
D,6000007,653.17,843.12,843.12,721.60,22.53,22.53,9.48
D,6000008,295.64,321.44,321.44,321.44,8.03,8.03,8.03
D,6000009,434.18,486.68,486.68,486.68,10.79,10.79,10.79
D,6000010,434.14,486.68,486.68,486.68,10.80,10.80,10.80
D,6000051,64.00,73.00,73.00,73.00,12.33,12.33,12.33
D,6000100,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,6000101,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,6000103,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,6000104,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,6000105,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,6000302,73.00,249.92,249.92,249.92,70.79,70.79,70.79
D,6009999,136.81,1.00,1.00,1.00,-13581.00,-13581.00,-13581.00
D,9980005,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,9980006,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,9980010,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,9980012,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,9990005,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,9990006,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,9990010,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,9990012,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,0020505,0.00,260.00,260.00,260.00,100.00,100.00,100.00
G,0020510,176.00,313.20,313.20,313.20,43.81,43.81,43.81
G,0050515,639.84,753.00,753.00,753.00,15.03,15.03,15.03
G,0050520,799.50,942.00,942.00,942.00,15.13,15.13,15.13
G,0050525,594.36,933.00,933.00,933.00,36.30,36.30,36.30
G,0051005,209.28,721.00,721.00,721.00,70.97,70.97,70.97
G,0051010,310.56,843.00,843.00,843.00,63.16,63.16,63.16
G,0051030,0.00,1161.00,1161.00,1161.00,100.00,100.00,100.00
G,0051035,221.04,877.00,877.00,877.00,74.80,74.80,74.80
G,0051040,156.00,353.00,353.00,353.00,55.81,55.81,55.81
G,0051042,124.80,353.00,353.00,353.00,64.65,64.65,64.65
G,0051045,146.88,181.44,181.44,181.44,19.05,19.05,19.05
G,0051047,0.00,154.00,154.00,154.00,100.00,100.00,100.00
G,0051050,0.00,179.14,179.14,179.14,100.00,100.00,100.00
G,0051055,153.60,369.00,369.00,369.00,58.37,58.37,58.37
G,0051060,462.96,1735.00,1735.00,1735.00,73.32,73.32,73.32
G,0051065,574.40,1615.00,1615.00,1615.00,64.43,64.43,64.43
G,0051070,839.52,1615.00,1615.00,1615.00,48.02,48.02,48.02
G,0051072,574.40,1615.00,1615.00,1615.00,64.43,64.43,64.43
G,0051075,402.00,1348.00,1348.00,1348.00,70.18,70.18,70.18
G,0051080,626.64,1205.00,1205.00,1205.00,48.00,48.00,48.00
G,0052025,358.96,1382.00,1382.00,1382.00,74.03,74.03,74.03
G,0052030,355.52,760.00,760.00,760.00,53.22,53.22,53.22
G,0052505,207.53,691.50,691.50,691.50,69.99,69.99,69.99
G,0052510,0.00,760.00,760.00,760.00,100.00,100.00,100.00
G,0053005,73.92,304.18,304.18,304.18,75.70,75.70,75.70
G,0053010,170.64,315.94,315.94,315.94,45.99,45.99,45.99
G,0055005,265.24,753.00,753.00,753.00,64.78,64.78,64.78
G,0055010,538.08,942.00,942.00,942.00,42.88,42.88,42.88
G,0055015,594.36,933.00,933.00,933.00,36.30,36.30,36.30
G,0055505,0.00,721.00,721.00,721.00,100.00,100.00,100.00
G,0055510,0.00,843.00,843.00,843.00,100.00,100.00,100.00
G,0056005,0.00,1161.00,1161.00,1161.00,100.00,100.00,100.00
G,0056010,0.00,877.00,877.00,877.00,100.00,100.00,100.00
G,0056015,0.00,369.00,369.00,369.00,100.00,100.00,100.00
G,0056020,0.00,353.00,353.00,353.00,100.00,100.00,100.00
G,0056022,0.00,353.00,353.00,353.00,100.00,100.00,100.00
G,0056023,0.00,181.44,181.44,181.44,100.00,100.00,100.00
G,0056025,0.00,179.14,179.14,179.14,100.00,100.00,100.00
G,0056030,193.68,760.00,760.00,760.00,74.52,74.52,74.52
G,0056035,176.40,691.50,691.50,691.50,74.49,74.49,74.49
G,0056050,0.00,1348.00,1348.00,1348.00,100.00,100.00,100.00
G,0056060,0.00,1735.00,1735.00,1735.00,100.00,100.00,100.00
G,0056065,0.00,1615.00,1615.00,1615.00,100.00,100.00,100.00
G,0056070,0.00,1615.00,1615.00,1615.00,100.00,100.00,100.00
G,0056072,0.00,1615.00,1615.00,1615.00,100.00,100.00,100.00
G,0056080,0.00,1205.00,1205.00,1205.00,100.00,100.00,100.00
G,0060500,110.28,235.85,235.85,235.85,53.24,53.24,53.24
G,0060502,451.36,771.70,771.70,771.70,41.51,41.51,41.51
G,0060505,155.64,385.85,385.85,385.85,59.66,59.66,59.66
G,0060511,317.92,664.52,664.52,664.52,52.16,52.16,52.16
G,0060512,964.92,1139.20,1139.20,1139.20,15.30,15.30,15.30
G,0060516,639.83,762.52,762.52,762.52,16.09,16.09,16.09
G,0061000,272.38,468.52,468.52,468.52,41.86,41.86,41.86
G,0061001,653.72,937.06,937.06,937.06,30.24,30.24,30.24
G,0061005,112.86,199.82,199.82,199.82,43.52,43.52,43.52
G,0061020,75.79,105.72,105.72,105.72,28.31,28.31,28.31
G,0061500,220.43,260.25,260.25,260.25,15.30,15.30,15.30
G,0061502,824.85,973.82,973.82,973.82,15.30,15.30,15.30
G,0061505,225.72,486.90,486.90,486.90,53.64,53.64,53.64
G,0061510,427.98,569.58,569.58,569.58,24.86,24.86,24.86
G,0061515,89.55,105.72,105.72,105.72,15.30,15.30,15.30
G,0061522,180.92,213.58,213.58,213.58,15.29,15.29,15.29
G,0061540,22.39,40.57,40.57,40.57,44.81,44.81,44.81
G,0062000,249.04,477.70,477.70,477.70,47.87,47.87,47.87
G,0062001,809.27,955.45,955.45,955.45,15.30,15.30,15.30
G,0062005,220.43,260.25,260.25,260.25,15.30,15.30,15.30
G,0062015,186.76,220.48,220.48,220.48,15.29,15.29,15.29
G,0062020,75.96,105.72,105.72,105.72,28.15,28.15,28.15
G,0062040,22.44,40.57,40.57,40.57,44.69,44.69,44.69
G,0063015,136.21,222.78,222.78,222.78,38.86,38.86,38.86
G,0063018,0.00,69.30,69.30,69.30,100.00,100.00,100.00
G,0063028,171.20,222.78,222.78,222.78,23.15,23.15,23.15
G,0063030,185.25,222.78,222.78,222.78,16.85,16.85,16.85
G,0063038,149.84,236.55,236.55,236.55,36.66,36.66,36.66
G,0063039,319.12,606.32,606.32,606.32,47.37,47.37,47.37
G,0063040,778.16,1212.70,1212.70,1212.70,35.83,35.83,35.83
G,0063042,165.39,215.88,215.88,215.88,23.39,23.39,23.39
G,0063048,182.88,215.88,215.88,215.88,15.29,15.29,15.29
G,0063050,165.42,215.88,215.88,215.88,23.37,23.37,23.37
G,0063051,1182.79,1396.42,1396.42,1396.42,15.30,15.30,15.30
G,0063052,223.72,264.12,264.12,264.12,15.30,15.30,15.30
G,0063053,0.00,13.87,13.87,13.87,100.00,100.00,100.00
G,0063054,114.13,195.98,195.98,195.98,41.76,41.76,41.76
G,0063056,25.86,40.57,40.57,40.57,36.26,36.26,36.26
G,0063058,19.64,40.57,40.57,40.57,51.59,51.59,51.59
G,0063076,95.36,144.68,144.68,144.68,34.09,34.09,34.09
G,0063078,171.20,222.78,222.78,222.78,23.15,23.15,23.15
G,0063080,188.71,222.78,222.78,222.78,15.29,15.29,15.29
G,0063082,87.56,144.68,144.68,144.68,39.48,39.48,39.48
G,0063090,34.45,40.57,40.57,40.57,15.09,15.09,15.09
G,0063095,34.48,40.57,40.57,40.57,15.01,15.01,15.01
G,0064000,34.48,40.57,40.57,40.57,15.01,15.01,15.01
G,0064005,34.46,40.57,40.57,40.57,15.06,15.06,15.06
G,0064010,31.15,40.57,40.57,40.57,23.22,23.22,23.22
G,0064015,34.46,40.57,40.57,40.57,15.06,15.06,15.06
G,0078020,5.29,5.51,5.51,5.51,3.99,3.99,3.99
G,0079050,0.00,110.09,110.09,110.09,100.00,100.00,100.00
G,0080505,225.00,260.00,260.00,260.00,13.46,13.46,13.46
G,0080510,367.50,435.00,435.00,435.00,15.52,15.52,15.52
G,0080515,180.00,222.60,222.60,222.60,19.14,19.14,19.14
G,0080520,288.51,369.60,369.60,369.60,21.94,21.94,21.94
G,0100505,86.52,128.25,128.25,128.25,32.54,32.54,32.54
G,0100510,85.99,128.25,128.25,128.25,32.95,32.95,32.95
G,0110500,423.36,473.76,473.76,473.76,10.64,10.64,10.64
G,0110510,443.52,496.32,496.32,496.32,10.64,10.64,10.64
G,0110515,423.36,473.76,473.76,473.76,10.64,10.64,10.64
G,0113005,78.00,205.13,205.13,205.13,61.98,61.98,61.98
G,0113010,78.00,205.13,205.13,205.13,61.98,61.98,61.98
G,0113015,78.00,205.13,205.13,205.13,61.98,61.98,61.98
G,0113020,77.99,205.13,205.13,205.13,61.98,61.98,61.98
G,0113030,0.00,273.00,273.00,273.00,100.00,100.00,100.00
G,0113035,0.00,273.00,273.00,273.00,100.00,100.00,100.00
G,0113040,0.00,273.00,273.00,273.00,100.00,100.00,100.00
G,0113045,0.00,273.00,273.00,273.00,100.00,100.00,100.00
G,0113050,331.80,398.00,398.00,398.00,16.63,16.63,16.63
G,0113055,0.00,398.00,398.00,398.00,100.00,100.00,100.00
G,0120500,202.69,270.00,270.00,270.00,24.93,24.93,24.93
G,0120505,337.80,450.00,450.00,450.00,24.93,24.93,24.93
G,0120510,202.68,270.00,270.00,270.00,24.93,24.93,24.93
G,0120525,334.20,432.00,432.00,432.00,22.64,22.64,22.64
G,0120544,0.00,35.31,35.31,35.31,100.00,100.00,100.00
G,0120550,156.12,292.00,292.00,292.00,46.53,46.53,46.53
G,0120555,0.00,292.00,292.00,292.00,100.00,100.00,100.00
G,0120560,156.12,292.00,292.00,292.00,46.53,46.53,46.53
G,0120565,156.12,292.00,292.00,292.00,46.53,46.53,46.53
G,0120570,43.38,61.50,61.50,61.50,29.46,29.46,29.46
G,0120572,0.00,61.50,61.50,61.50,100.00,100.00,100.00
G,0120575,100.08,142.50,142.50,142.50,29.77,29.77,29.77
G,0120577,0.00,157.00,157.00,157.00,100.00,100.00,100.00
G,0120580,100.08,157.00,157.00,157.00,36.25,36.25,36.25
G,0120585,0.00,184.00,184.00,184.00,100.00,100.00,100.00
G,0120590,129.48,184.00,184.00,184.00,29.63,29.63,29.63
G,0130505,0.00,196.17,196.17,169.11,100.00,100.00,100.00
G,0130510,191.76,389.76,389.76,336.00,50.80,50.80,42.93
G,0130515,0.00,528.96,528.96,456.00,100.00,100.00,100.00
G,0130520,322.30,835.20,835.20,720.00,61.41,61.41,55.24
G,0130525,266.32,786.50,786.50,678.00,66.14,66.14,60.72
G,0130530,789.58,1263.25,1263.25,1089.00,37.50,37.50,27.49
G,0130535,411.29,1767.85,1767.85,1524.00,76.74,76.74,73.01
G,0130540,0.00,264.48,264.48,228.00,100.00,100.00,100.00
G,0130545,204.42,528.96,528.96,456.00,61.35,61.35,55.17
G,0130550,221.28,570.72,570.72,492.00,61.23,61.23,55.02
G,0131010,394.82,466.72,466.72,456.00,15.41,15.41,13.42
G,0131015,415.56,667.08,667.08,651.74,37.70,37.70,36.24
G,0131020,210.40,464.45,464.45,453.74,54.70,54.70,53.63
G,0131025,293.08,667.08,667.08,651.74,56.07,56.07,55.03
G,0131030,282.60,464.45,464.45,453.74,39.15,39.15,37.72
G,0131035,313.08,667.08,667.08,651.74,53.07,53.07,51.96
G,0131040,337.64,464.45,464.45,453.74,27.30,27.30,25.59
G,0131045,392.15,667.08,667.08,651.74,41.21,41.21,39.83
G,0131050,296.07,464.45,464.45,453.74,36.25,36.25,34.75
G,0131055,415.96,667.08,667.08,651.74,37.64,37.64,36.18
G,0131060,394.75,466.72,466.72,456.00,15.42,15.42,13.43
G,0131065,392.12,667.08,667.08,651.74,41.22,41.22,39.83
G,0131070,125.49,464.45,464.45,453.74,72.98,72.98,72.34
G,0131075,200.11,667.08,667.08,651.74,70.00,70.00,69.30
G,0131077,172.29,417.60,417.60,360.00,58.74,58.74,52.14
G,0131080,212.06,337.76,337.76,330.00,37.22,37.22,35.74
G,0131085,218.15,489.76,489.76,478.50,55.46,55.46,54.41
G,0131090,140.40,405.31,405.31,396.00,65.36,65.36,64.55
G,0131095,140.28,270.21,270.21,264.00,48.08,48.08,46.86
G,0131100,139.56,405.31,405.31,396.00,65.57,65.57,64.76
G,0131105,228.54,270.21,270.21,264.00,15.42,15.42,13.43
G,0131115,202.59,405.31,405.31,396.00,50.02,50.02,48.84
G,0131120,165.20,270.21,270.21,264.00,38.86,38.86,37.42
G,0131125,140.40,405.31,405.31,396.00,65.36,65.36,64.55
G,0131130,92.36,270.21,270.21,264.00,65.82,65.82,65.02
G,0131135,176.60,405.31,405.31,396.00,56.43,56.43,55.40
G,0131140,124.68,270.21,270.21,264.00,53.86,53.86,52.77
G,0131145,176.60,405.31,405.31,396.00,56.43,56.43,55.40
G,0131150,228.53,270.21,270.21,264.00,15.43,15.43,13.44
G,0131500,145.44,227.98,227.98,222.74,36.20,36.20,34.70
G,0131505,249.32,405.31,405.31,396.00,38.49,38.49,37.04
G,0131510,218.00,380.75,380.75,372.00,42.74,42.74,41.40
G,0131515,0.00,292.32,292.32,252.00,100.00,100.00,100.00
G,0131520,0.00,292.32,292.32,252.00,100.00,100.00,100.00
G,0131525,0.00,292.32,292.32,252.00,100.00,100.00,100.00
G,0131527,73.43,379.98,379.98,371.25,80.68,80.68,80.22
G,0131530,242.42,574.20,574.20,561.00,57.78,57.78,56.79
G,0131535,219.60,582.64,582.64,569.25,62.31,62.31,61.42
G,0132005,171.32,261.76,261.76,255.74,34.55,34.55,33.01
G,0132010,223.34,264.07,264.07,258.00,15.42,15.42,13.43
G,0132015,184.39,261.76,261.76,255.74,29.56,29.56,27.90
G,0132020,184.40,264.07,264.07,258.00,30.17,30.17,28.53
G,0132035,262.84,455.98,455.98,445.50,42.36,42.36,41.00
G,0132040,322.03,455.98,455.98,445.50,29.38,29.38,27.71
G,0132045,262.68,455.98,455.98,445.50,42.39,42.39,41.04
G,0132050,262.81,455.98,455.98,445.50,42.36,42.36,41.01
G,0132065,217.36,540.42,540.42,528.00,59.78,59.78,58.83
G,0132070,244.12,557.30,557.30,544.49,56.20,56.20,55.17
G,0132075,228.40,540.42,540.42,528.00,57.74,57.74,56.74
G,0132080,358.41,557.30,557.30,544.49,35.69,35.69,34.18
G,0132085,399.95,540.42,540.42,528.00,25.99,25.99,24.25
G,0132090,235.08,557.30,557.30,544.49,57.82,57.82,56.83
G,0132095,264.21,540.42,540.42,528.00,51.11,51.11,49.96
G,0132100,472.65,558.84,558.84,546.00,15.42,15.42,13.43
G,0132105,0.00,540.42,540.42,528.00,100.00,100.00,100.00
G,0132110,0.00,557.30,557.30,544.49,100.00,100.00,100.00
G,0132115,0.00,557.30,557.30,528.00,100.00,100.00,100.00
G,0132120,0.00,557.30,557.30,544.49,100.00,100.00,100.00
G,0134005,64.04,179.15,179.15,175.03,64.25,64.25,63.41
G,0134010,63.80,179.15,179.15,175.03,64.39,64.39,63.55
G,0134015,151.53,179.15,179.15,175.03,15.42,15.42,13.43
G,0134020,63.96,179.15,179.15,175.03,64.30,64.30,63.46
G,0134025,151.53,179.15,179.15,175.03,15.42,15.42,13.43
G,0134030,70.22,214.30,214.30,209.37,67.23,67.23,66.46
G,0134035,63.32,214.30,214.30,209.37,70.45,70.45,69.76
G,0134040,63.32,214.30,214.30,209.37,70.45,70.45,69.76
G,0134045,63.32,214.30,214.30,209.37,70.45,70.45,69.76
G,0134050,0.00,243.00,243.00,243.00,100.00,100.00,100.00
G,0134055,110.02,304.23,304.23,297.24,63.84,63.84,62.99
G,0134060,110.22,304.23,304.23,297.24,63.77,63.77,62.92
G,0134065,110.10,304.23,304.23,297.24,63.81,63.81,62.96
G,0134070,93.84,304.23,304.23,297.24,69.15,69.15,68.43
G,0134075,0.00,304.23,304.23,297.24,100.00,100.00,100.00
G,0134105,77.57,214.30,214.30,209.37,63.80,63.80,62.95
G,0134110,77.61,214.30,214.30,209.37,63.78,63.78,62.93
G,0134115,77.60,214.30,214.30,209.37,63.79,63.79,62.94
G,0134120,77.56,214.30,214.30,209.37,63.81,63.81,62.96
G,0134125,77.60,214.30,214.30,209.37,63.79,63.79,62.94
G,0134150,110.02,304.23,304.23,297.24,63.84,63.84,62.99
G,0134155,110.04,304.23,304.23,297.24,63.83,63.83,62.98
G,0134160,110.04,304.23,304.23,297.24,63.83,63.83,62.98
G,0134165,107.58,304.23,304.23,297.24,64.64,64.64,63.81
G,0134170,110.00,304.23,304.23,297.24,63.84,63.84,62.99
G,0134205,123.21,245.64,245.64,240.00,49.84,49.84,48.66
G,0134210,107.52,245.64,245.64,240.00,56.23,56.23,55.20
G,0134215,180.79,245.64,245.64,240.00,26.40,26.40,24.67
G,0134220,101.80,245.64,245.64,240.00,58.56,58.56,57.58
G,0134225,107.17,245.64,245.64,240.00,56.37,56.37,55.35
G,0134230,0.00,245.64,245.64,240.00,100.00,100.00,100.00
G,0134235,0.00,245.64,245.64,240.00,100.00,100.00,100.00
G,0134305,353.20,417.60,417.60,408.00,15.42,15.42,13.43
G,0134310,536.71,634.58,634.58,620.00,15.42,15.42,13.43
G,0134505,152.62,489.76,489.76,478.50,68.84,68.84,68.10
G,0134510,414.23,489.76,489.76,478.50,15.42,15.42,13.43
G,0134515,152.62,489.76,489.76,478.50,68.84,68.84,68.10
G,0134520,414.22,489.76,489.76,478.50,15.42,15.42,13.43
G,0134525,414.22,489.76,489.76,478.50,15.42,15.42,13.43
G,0135005,81.96,245.64,245.64,240.00,66.63,66.63,65.85
G,0135010,82.52,245.64,245.64,240.00,66.41,66.41,65.62
G,0135015,82.36,245.64,245.64,240.00,66.47,66.47,65.68
G,0135020,69.72,245.64,245.64,240.00,71.62,71.62,70.95
G,0135050,181.26,214.30,214.30,209.37,15.42,15.42,13.43
G,0135055,77.86,214.30,214.30,209.37,63.67,63.67,62.81
G,0135060,81.74,214.30,214.30,209.37,61.86,61.86,60.96
G,0135065,77.72,214.30,214.30,209.37,63.73,63.73,62.88
G,0135505,228.60,270.21,270.21,264.00,15.40,15.40,13.41
G,0135510,249.32,405.31,405.31,396.00,38.49,38.49,37.04
G,0135515,275.28,388.43,388.43,379.50,29.13,29.13,27.46
G,0135520,197.40,523.55,523.55,512.00,62.30,62.30,61.45
G,0135525,301.25,356.18,356.18,348.00,15.42,15.42,13.43
G,0135530,187.04,489.76,489.76,478.50,61.81,61.81,60.91
G,0136005,203.44,439.09,439.09,429.00,53.67,53.67,52.58
G,0136010,238.92,489.76,489.76,478.50,51.22,51.22,50.07
G,0136505,145.08,270.21,270.21,264.00,46.31,46.31,45.05
G,0136510,149.49,193.44,193.44,189.00,22.72,22.72,20.90
G,0136515,161.04,270.21,270.21,264.00,40.40,40.40,39.00
G,0136520,150.51,193.44,193.44,189.00,22.19,22.19,20.37
G,0136525,212.54,270.21,270.21,264.00,21.34,21.34,19.49
G,0136530,137.16,193.44,193.44,189.00,29.09,29.09,27.43
G,0140505,670.88,934.00,934.00,934.00,28.17,28.17,28.17
G,0140510,1400.00,1945.00,1945.00,1945.00,28.02,28.02,28.02
G,0140515,1439.98,2000.00,2000.00,2000.00,28.00,28.00,28.00
G,0140520,3000.00,4167.00,4167.00,4167.00,28.01,28.01,28.01
G,0141005,840.00,1168.00,1168.00,1168.00,28.08,28.08,28.08
G,0141010,905.00,2431.00,2431.00,2431.00,62.77,62.77,62.77
G,0141505,963.97,2917.00,2917.00,2917.00,66.95,66.95,66.95
G,0141510,282.66,2168.00,2168.00,2168.00,86.96,86.96,86.96
G,0150505,82.00,140.84,140.84,140.84,41.78,41.78,41.78
G,0150510,235.09,345.38,345.38,345.38,31.93,31.93,31.93
G,0170510,382.72,396.87,396.87,396.87,3.57,3.57,3.57
G,0170515,361.41,374.87,374.87,374.87,3.59,3.59,3.59
G,0170516,1478.40,1905.00,1905.00,1905.00,22.39,22.39,22.39
