sucursal,codigo,uc,p1,p2,p3,m1,m2,m3
H,3881276,811.33,944.74,944.74,944.74,14.12,14.12,14.12
H,3881280,479.12,626.99,626.99,626.99,23.58,23.58,23.58
H,3881284,0.00,390.22,390.22,390.22,100.00,100.00,100.00
H,3881290,0.00,1288.45,1288.45,1288.45,100.00,100.00,100.00
H,3881292,589.87,712.36,712.36,712.36,17.19,17.19,17.19
H,3882102,0.00,306.00,306.00,306.00,100.00,100.00,100.00
H,3882104,258.10,306.00,306.00,306.00,15.65,15.65,15.65
H,3882106,258.09,306.00,306.00,306.00,15.66,15.66,15.66
H,3882112,258.10,306.00,306.00,306.00,15.65,15.65,15.65
H,3884102,365.56,428.95,428.95,428.95,14.78,14.78,14.78
H,3884103,479.88,558.75,558.75,558.75,14.12,14.12,14.12
H,3884104,368.39,428.95,428.95,428.95,14.12,14.12,14.12
H,3884105,442.21,558.75,558.75,558.75,20.86,20.86,20.86
H,3884106,553.70,644.85,644.85,644.85,14.14,14.14,14.14
H,3884108,553.71,644.85,644.85,644.85,14.13,14.13,14.13
H,3884120,313.78,365.35,365.35,365.35,14.12,14.12,14.12
H,3884204,92.93,117.96,117.96,101.16,21.22,21.22,8.14
H,3884206,92.92,117.96,117.96,101.16,21.23,21.23,8.15
H,3884310,811.38,904.12,904.12,904.12,10.26,10.26,10.26
H,3884312,917.06,1131.28,1131.28,1131.28,18.94,18.94,18.94
H,3884320,277.82,342.72,342.72,342.72,18.94,18.94,18.94
H,3884322,589.94,852.31,852.31,852.31,30.78,30.78,30.78
H,3885310,450.29,530.45,530.45,530.45,15.11,15.11,15.11
H,3885313,450.26,530.45,530.45,530.45,15.12,15.12,15.12
H,3885314,450.29,530.45,530.45,530.45,15.11,15.11,15.11
H,3885315,529.43,623.73,623.73,623.73,15.12,15.12,15.12
H,3885316,529.43,623.73,623.73,623.73,15.12,15.12,15.12
H,3885320,0.00,168.24,168.24,152.88,100.00,100.00,100.00
H,3885333,0.00,246.24,246.24,221.16,100.00,100.00,100.00
H,3885335,195.18,246.24,246.24,221.16,20.74,20.74,11.75
H,3885337,0.00,246.24,246.24,221.16,100.00,100.00,100.00
H,3885340,0.00,246.24,246.24,221.16,100.00,100.00,100.00
H,3885344,133.39,157.14,157.14,157.14,15.11,15.11,15.11
H,3885346,0.00,172.38,172.38,172.38,100.00,100.00,100.00
H,3885354,265.77,344.76,344.76,344.76,22.91,22.91,22.91
H,3885356,264.59,344.76,344.76,344.76,23.25,23.25,23.25
H,3885358,264.92,344.76,344.76,344.76,23.16,23.16,23.16
H,3885370,124.19,158.40,158.40,137.16,21.60,21.60,9.46
H,3885602,660.18,817.75,817.75,817.75,19.27,19.27,19.27
H,3885604,0.00,817.75,817.75,817.75,100.00,100.00,100.00
H,3885616,660.72,817.75,817.75,817.75,19.20,19.20,19.20
H,3885902,498.62,765.07,765.07,765.07,34.83,34.83,34.83
H,3885909,585.92,765.07,765.07,765.07,23.42,23.42,23.42
H,3886208,184.04,320.21,320.21,320.21,42.53,42.53,42.53
H,3886504,439.31,593.15,593.15,593.15,25.94,25.94,25.94
H,3886506,439.28,593.15,593.15,593.15,25.94,25.94,25.94
H,3886602,36.93,42.91,42.91,42.91,13.94,13.94,13.94
H,3886604,217.80,253.23,253.23,253.23,13.99,13.99,13.99
H,3886802,592.81,817.75,817.75,817.75,27.51,27.51,27.51
H,3887100,275.43,338.59,338.59,338.59,18.65,18.65,18.65
H,3887102,0.00,456.55,456.55,456.55,100.00,100.00,100.00
H,3887105,201.20,290.25,290.25,290.25,30.68,30.68,30.68
H,3887107,277.70,338.59,338.59,338.59,17.98,17.98,17.98
H,3887109,0.00,474.00,474.00,474.00,100.00,100.00,100.00
H,3887110,276.86,326.15,326.15,326.15,15.11,15.11,15.11
H,3887112,1027.02,1229.61,1229.61,1229.61,16.48,16.48,16.48
H,3887114,550.00,634.85,634.85,634.85,13.37,13.37,13.37
H,3887116,477.32,634.85,634.85,634.85,24.81,24.81,24.81
H,3887118,0.00,1229.96,1229.61,1229.61,100.00,100.00,100.00
H,3887122,0.00,760.92,760.92,760.92,100.00,100.00,100.00
H,3887202,0.00,338.59,338.59,338.59,100.00,100.00,100.00
H,3887204,291.61,356.80,356.80,356.80,18.27,18.27,18.27
H,3887314,348.28,458.93,458.93,458.93,24.11,24.11,24.11
H,3887620,179.18,210.00,210.00,196.20,14.68,14.68,8.67
H,3887622,194.07,294.00,294.00,267.12,33.99,33.99,27.35
H,3887623,840.92,1148.80,1148.80,934.00,26.80,26.80,9.97
H,3887624,1226.44,1469.60,1469.60,1336.00,16.55,16.55,8.20
H,3887626,1227.41,1469.60,1469.60,1336.00,16.48,16.48,8.13
H,3887627,727.24,910.00,910.00,910.00,20.08,20.08,20.08
H,3887630,61.46,122.50,122.50,111.30,49.83,49.83,44.78
H,3887632,194.13,294.00,294.00,267.12,33.97,33.97,27.32
H,3887650,183.18,233.04,233.04,206.40,21.40,21.40,11.25
H,3887652,172.22,315.96,315.96,287.22,45.49,45.49,40.04
H,3887654,87.96,131.60,131.60,119.70,33.16,33.16,26.52
H,3887656,183.17,233.04,233.04,206.40,21.40,21.40,11.25
H,3887660,166.85,315.96,315.96,287.22,47.19,47.19,41.91
H,3887661,188.59,233.04,233.04,206.40,19.07,19.07,8.63
H,3887663,187.50,233.04,233.04,206.40,19.54,19.54,9.16
H,3887665,171.63,234.48,234.48,190.62,26.80,26.80,9.96
H,3887902,135.26,159.44,159.44,159.44,15.17,15.17,15.17
H,3888204,128.47,151.31,151.31,151.31,15.09,15.09,15.09
H,3891205,391.28,468.54,468.54,468.54,16.49,16.49,16.49
H,3891208,294.07,491.96,491.96,491.96,40.22,40.22,40.22
H,3891209,364.98,437.29,437.29,437.29,16.54,16.54,16.54
H,3891213,218.99,390.42,390.42,390.42,43.91,43.91,43.91
H,3891216,306.56,468.60,468.60,468.60,34.58,34.58,34.58
H,3891220,260.74,312.30,312.30,312.30,16.51,16.51,16.51
H,3891402,157.79,239.32,239.32,239.32,34.07,34.07,34.07
H,3891406,157.79,239.32,239.32,239.32,34.07,34.07,34.07
H,3891605,391.26,468.54,468.54,468.54,16.49,16.49,16.49
H,3891608,410.89,491.96,491.96,491.96,16.48,16.48,16.48
H,3891616,306.55,468.60,468.60,468.60,34.58,34.58,34.58
H,3891620,226.24,312.30,312.30,312.30,27.56,27.56,27.56
H,3891808,294.08,491.96,491.96,491.96,40.22,40.22,40.22
H,3891816,306.57,468.60,468.60,468.60,34.58,34.58,34.58
H,3891820,198.40,312.30,312.30,312.30,36.47,36.47,36.47
H,3892008,294.10,491.96,491.96,491.96,40.22,40.22,40.22
H,3892013,218.97,390.42,390.42,390.42,43.91,43.91,43.91
H,3892016,306.56,468.60,468.60,468.60,34.58,34.58,34.58
H,3892020,215.80,312.30,312.30,312.30,30.90,30.90,30.90
H,3892205,391.28,468.54,468.54,468.54,16.49,16.49,16.49
H,3892208,410.88,491.96,491.96,491.96,16.48,16.48,16.48
H,3892213,218.94,390.42,390.42,390.42,43.92,43.92,43.92
H,3892216,306.56,468.60,468.60,468.60,34.58,34.58,34.58
H,3892220,226.28,312.30,312.30,312.30,27.54,27.54,27.54
H,3892405,391.30,468.54,468.54,468.54,16.49,16.49,16.49
H,3892408,294.07,491.96,491.96,491.96,40.22,40.22,40.22
H,3892409,366.12,437.29,437.29,437.29,16.28,16.28,16.28
H,3892413,218.93,390.42,390.42,390.42,43.92,43.92,43.92
H,3892416,306.54,468.60,468.60,468.60,34.58,34.58,34.58
H,3892420,226.40,312.30,312.30,312.30,27.51,27.51,27.51
H,3892608,294.06,491.96,491.96,491.96,40.23,40.23,40.23
H,3892612,306.59,468.60,468.60,468.60,34.57,34.57,34.57
H,3892613,218.91,390.42,390.42,390.42,43.93,43.93,43.93
H,3893207,333.75,437.29,437.29,437.29,23.68,23.68,23.68
H,3893213,218.96,390.42,390.42,390.42,43.92,43.92,43.92
H,3893214,351.95,421.60,421.60,421.60,16.52,16.52,16.52
H,3894008,366.13,437.29,437.29,437.29,16.27,16.27,16.27
H,3894014,390.60,421.60,421.60,421.60,7.35,7.35,7.35
H,3895405,391.27,468.54,468.54,468.54,16.49,16.49,16.49
H,3895408,294.06,491.96,491.96,491.96,40.23,40.23,40.23
H,3895409,366.13,437.29,437.29,437.29,16.27,16.27,16.27
H,3895413,209.23,390.42,390.42,390.42,46.41,46.41,46.41
H,3895416,306.57,468.60,468.60,468.60,34.58,34.58,34.58
H,3895420,220.10,312.30,312.30,312.30,29.52,29.52,29.52
H,3895605,391.32,468.54,468.54,468.54,16.48,16.48,16.48
H,3895608,410.91,491.96,491.96,491.96,16.47,16.47,16.47
H,3895613,216.57,390.42,390.42,390.42,44.53,44.53,44.53
H,3895616,306.32,468.60,468.60,468.60,34.63,34.63,34.63
H,3895620,210.98,312.30,312.30,312.30,32.44,32.44,32.44
H,3895805,342.82,468.54,468.54,468.54,26.83,26.83,26.83
H,3895808,294.07,491.96,491.96,491.96,40.22,40.22,40.22
H,3895809,0.00,437.29,437.29,437.29,100.00,100.00,100.00
H,3895813,218.98,390.42,390.42,390.42,43.91,43.91,43.91
H,3895816,306.57,468.60,468.60,468.60,34.58,34.58,34.58
H,3895820,211.00,312.30,312.30,312.30,32.44,32.44,32.44
H,3896404,12.46,14.88,14.88,13.50,16.26,16.26,7.70
H,3896410,124.02,148.56,148.56,135.00,16.52,16.52,8.13
H,3896414,165.34,280.56,280.56,255.12,41.07,41.07,35.19
H,3896417,240.60,495.10,495.10,450.10,51.40,51.40,46.55
H,3896420,347.82,416.44,416.44,378.60,16.48,16.48,8.13
H,3896422,165.31,280.56,280.56,255.12,41.08,41.08,35.20
H,3896428,240.57,495.10,495.10,450.10,51.41,51.41,46.55
H,3896432,105.03,148.56,148.56,135.00,29.30,29.30,22.20
H,3896436,165.31,213.60,213.60,182.64,22.61,22.61,9.49
H,3896440,240.60,495.10,495.10,450.10,51.40,51.40,46.55
H,3896442,199.43,416.44,416.44,378.60,52.11,52.11,47.32
H,3896444,240.58,495.10,495.10,450.10,51.41,51.41,46.55
H,3896448,165.32,280.56,280.56,255.12,41.07,41.07,35.20
H,3900405,211.32,497.28,497.28,497.28,57.50,57.50,57.50
H,3900410,441.55,752.16,752.16,752.16,41.30,41.30,41.30
H,3900415,443.82,531.40,531.40,531.40,16.48,16.48,16.48
H,3900418,0.00,570.08,570.08,570.08,100.00,100.00,100.00
H,3900420,376.24,832.92,832.92,832.92,54.83,54.83,54.83
H,3900425,491.30,740.40,740.40,740.40,33.64,33.64,33.64
H,3900824,170.02,403.53,403.53,403.53,57.87,57.87,57.87
H,3900826,0.00,413.16,413.16,413.16,100.00,100.00,100.00
H,3900828,0.00,414.00,414.00,414.00,100.00,100.00,100.00
H,3900832,431.62,683.76,683.76,683.76,36.88,36.88,36.88
H,3900834,588.72,909.00,909.00,909.00,35.23,35.23,35.23
H,3900840,439.55,820.50,820.50,820.50,46.43,46.43,46.43
H,3900844,102.49,169.38,169.38,169.38,39.49,39.49,39.49
H,3900846,358.96,422.89,422.89,422.89,15.12,15.12,15.12
H,3900848,625.68,1016.28,1016.28,1016.28,38.43,38.43,38.43
H,3900851,0.00,149.82,149.82,149.82,100.00,100.00,100.00
H,3900852,417.08,544.28,544.28,544.28,23.37,23.37,23.37
H,3900853,714.17,855.12,855.12,855.12,16.48,16.48,16.48
H,3900854,819.02,1185.60,1185.60,1185.60,30.92,30.92,30.92
H,3900855,0.00,199.66,199.66,199.66,100.00,100.00,100.00
H,3900856,330.80,389.67,389.67,389.67,15.11,15.11,15.11
H,3900857,279.76,531.40,531.40,531.40,47.35,47.35,47.35
H,3900858,546.04,648.08,648.08,648.08,15.74,15.74,15.74
H,3900859,100.31,174.36,174.36,174.36,42.47,42.47,42.47
H,3900860,654.08,987.20,987.20,987.20,33.74,33.74,33.74
H,3900861,408.84,465.98,465.98,465.98,12.26,12.26,12.26
H,3900862,116.37,174.61,174.61,174.61,33.35,33.35,33.35
H,3900863,593.81,850.20,850.20,850.20,30.16,30.16,30.16
H,3900864,1236.74,1480.80,1480.80,1480.80,16.48,16.48,16.48
H,3900865,519.80,591.66,591.66,591.66,12.15,12.15,12.15
H,3900866,929.80,1113.28,1113.28,1113.28,16.48,16.48,16.48
H,3900868,326.20,590.76,590.76,590.76,44.78,44.78,44.78
H,3900870,0.00,213.71,213.71,213.71,100.00,100.00,100.00
H,3901204,316.27,688.56,688.56,688.56,54.07,54.07,54.07
H,3901208,261.00,348.41,348.41,348.41,25.09,25.09,25.09
H,3901214,499.41,590.52,590.52,590.52,15.43,15.43,15.43
H,3901504,224.64,481.98,481.98,438.18,53.39,53.39,48.73
H,3901505,176.30,418.47,418.47,418.47,57.87,57.87,57.87
H,3901506,0.00,149.82,149.82,149.82,100.00,100.00,100.00
H,3901507,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3901508,294.40,454.50,454.50,454.50,35.23,35.23,35.23
H,3901509,759.17,909.00,909.00,909.00,16.48,16.48,16.48
H,3901510,439.64,820.50,820.50,820.50,46.42,46.42,46.42
H,3901511,588.38,956.46,956.46,956.46,38.48,38.48,38.48
H,3901512,0.00,200.69,200.69,200.69,100.00,100.00,100.00
H,3901513,0.00,119.88,119.88,119.88,100.00,100.00,100.00
H,3901514,293.92,349.80,349.80,349.80,15.97,15.97,15.97
H,3901515,392.28,468.88,468.88,468.88,16.34,16.34,16.34
H,3901516,714.14,855.12,855.12,855.12,16.49,16.49,16.49
H,3901517,258.36,308.00,308.00,308.00,16.12,16.12,16.12
H,3901518,825.08,987.20,987.20,987.20,16.42,16.42,16.42
H,3901519,0.00,465.98,465.98,465.98,100.00,100.00,100.00
H,3901520,401.08,479.44,479.44,479.44,16.34,16.34,16.34
H,3901521,327.12,403.60,403.60,403.60,18.95,18.95,18.95
H,3901522,929.81,1113.28,1113.28,1113.28,16.48,16.48,16.48
H,3901523,0.00,421.56,421.56,421.56,100.00,100.00,100.00
H,3901525,363.44,431.20,431.20,431.20,15.71,15.71,15.71
H,3901526,0.00,586.45,586.45,586.45,100.00,100.00,100.00
H,3901528,0.00,112.38,112.38,112.38,100.00,100.00,100.00
H,3901530,132.07,155.56,155.56,155.56,15.10,15.10,15.10
H,3901608,439.92,506.33,506.33,506.33,13.12,13.12,13.12
H,3901610,388.45,462.31,462.31,462.31,15.98,15.98,15.98
H,3901612,0.00,506.34,506.34,506.34,100.00,100.00,100.00
H,3901614,0.00,462.20,462.20,462.20,100.00,100.00,100.00
H,3902004,851.28,991.67,991.67,991.67,14.16,14.16,14.16
H,3902012,1471.54,1733.02,1733.02,1733.02,15.09,15.09,15.09
H,3902014,586.67,1005.40,1005.40,1005.40,41.65,41.65,41.65
H,3902015,792.03,1405.30,1405.30,1405.30,43.64,43.64,43.64
H,3902017,509.90,593.72,593.72,593.72,14.12,14.12,14.12
H,3902022,264.46,319.44,319.44,290.40,17.21,17.21,8.93
H,3902026,410.69,732.00,732.00,665.52,43.89,43.89,38.29
H,3902030,25.93,55.07,55.07,50.06,52.91,52.91,48.20
H,3902034,350.00,502.56,502.56,390.72,30.36,30.36,10.42
H,3902035,0.00,306.42,306.42,278.58,100.00,100.00,100.00
H,3902038,122.04,188.52,188.52,171.36,35.26,35.26,28.78
H,3902047,264.48,457.44,457.44,415.92,42.18,42.18,36.41
H,3902049,251.12,457.44,457.44,415.92,45.10,45.10,39.62
H,3902051,349.96,640.56,640.56,582.24,45.37,45.37,39.89
H,3902054,210.02,437.76,437.76,397.92,52.02,52.02,47.22
H,3902057,241.32,525.36,525.36,477.60,54.07,54.07,49.47
H,3902061,260.84,548.88,548.88,498.96,52.48,52.48,47.72
H,3902063,244.06,294.96,294.96,265.68,17.26,17.26,8.14
H,3902065,244.10,294.96,294.96,265.68,17.24,17.24,8.12
H,3902067,410.70,732.00,732.00,665.52,43.89,43.89,38.29
H,3902072,25.94,55.07,55.07,50.06,52.90,52.90,48.18
H,3902076,46.04,55.07,55.07,50.06,16.40,16.40,8.03
H,3902080,25.94,55.07,55.07,50.06,52.90,52.90,48.18
H,3902082,264.45,319.44,319.44,290.40,17.21,17.21,8.94
H,3902084,410.68,519.36,519.36,452.88,20.93,20.93,9.32
H,3902086,349.99,502.56,502.56,390.72,30.36,30.36,10.42
H,3902088,132.78,306.42,306.42,278.58,56.67,56.67,52.34
H,3902090,122.08,147.48,147.48,132.84,17.22,17.22,8.10
H,3902092,244.00,377.04,377.04,342.72,35.29,35.29,28.80
H,3902102,512.52,601.16,601.16,601.16,14.74,14.74,14.74
H,3902104,516.27,601.16,601.16,601.16,14.12,14.12,14.12
H,3902106,383.30,446.30,446.30,446.30,14.12,14.12,14.12
H,3902110,575.82,678.38,678.38,678.38,15.12,15.12,15.12
H,3902112,575.93,678.38,678.38,678.38,15.10,15.10,15.10
H,3902120,244.10,294.96,294.96,265.68,17.24,17.24,8.12
H,3902122,244.09,377.04,377.04,342.72,35.26,35.26,28.78
H,3902126,244.10,294.96,294.96,265.68,17.24,17.24,8.12
H,3902130,0.00,377.04,377.04,342.72,100.00,100.00,100.00
H,3902408,264.45,457.44,457.44,415.92,42.19,42.19,36.42
H,3902412,244.09,377.04,377.04,342.72,35.26,35.26,28.78
H,3902416,244.09,377.04,377.04,342.72,35.26,35.26,28.78
H,3902428,274.73,548.88,548.88,498.96,49.95,49.95,44.94
H,3902430,0.00,640.56,640.56,582.24,100.00,100.00,100.00
H,3902434,350.00,640.56,640.56,582.24,45.36,45.36,39.89
H,3902436,25.95,55.07,55.07,50.06,52.88,52.88,48.16
H,3902438,264.46,457.44,457.44,415.92,42.19,42.19,36.42
H,3902440,475.34,912.36,912.36,912.36,47.90,47.90,47.90
H,3902448,690.00,1588.86,1588.86,1588.86,56.57,56.57,56.57
H,3902802,244.08,377.04,377.04,342.72,35.26,35.26,28.78
H,3902804,264.45,457.44,457.44,415.92,42.19,42.19,36.42
H,3902808,350.00,502.56,502.56,390.72,30.36,30.36,10.42
H,3902810,45.99,55.07,55.07,50.06,16.49,16.49,8.13
H,3902812,205.35,366.00,366.00,332.76,43.89,43.89,38.29
H,3902814,198.34,343.08,343.08,311.94,42.19,42.19,36.42
H,3902816,274.74,548.88,548.88,498.96,49.95,49.95,44.94
H,3902818,241.31,525.36,525.36,477.60,54.07,54.07,49.47
H,3902820,244.16,294.96,294.96,265.68,17.22,17.22,8.10
H,3902821,279.60,612.84,612.84,557.16,54.38,54.38,49.82
H,3902822,210.00,437.76,437.76,397.92,52.03,52.03,47.23
H,3902826,264.45,457.44,457.44,415.92,42.19,42.19,36.42
H,3902836,929.37,1082.17,1082.17,1082.17,14.12,14.12,14.12
H,3902844,1548.77,1808.51,1808.51,1808.51,14.36,14.36,14.36
H,3902848,648.08,1499.38,1499.38,1499.38,56.78,56.78,56.78
H,390321,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903210,489.78,603.72,603.72,601.92,18.87,18.87,18.63
H,3903212,204.87,315.36,315.36,230.40,35.04,35.04,11.08
H,3903214,127.64,172.68,172.68,141.00,26.08,26.08,9.48
H,3903216,233.49,318.84,318.84,259.32,26.77,26.77,9.96
H,3903218,116.68,163.32,163.32,148.56,28.56,28.56,21.46
H,3903220,397.95,510.50,510.50,464.10,22.05,22.05,14.25
H,3903222,380.12,487.96,487.96,487.96,22.10,22.10,22.10
H,3903224,380.12,459.20,459.20,459.20,17.22,17.22,17.22
H,390325,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903250,489.78,603.72,603.72,601.92,18.87,18.87,18.63
H,3903252,204.92,315.30,315.30,230.40,35.01,35.01,11.06
H,3903254,127.01,176.64,176.64,160.56,28.10,28.10,20.90
H,3903255,397.94,510.50,510.50,464.10,22.05,22.05,14.26
H,3903256,233.49,318.84,318.84,259.32,26.77,26.77,9.96
H,3903258,116.70,159.48,159.48,129.60,26.82,26.82,9.95
H,3903260,14.78,16.07,16.07,16.07,8.03,8.03,8.03
H,3903262,31.00,37.55,37.55,37.55,17.44,17.44,17.44
H,3903264,380.11,487.96,487.96,487.96,22.10,22.10,22.10
H,3903266,380.12,459.20,459.20,459.20,17.22,17.22,17.22
H,390327,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903271,0.00,603.72,603.72,601.92,100.00,100.00,100.00
H,3903272,204.87,315.36,315.36,230.40,35.04,35.04,11.08
H,3903274,127.02,176.64,176.64,160.56,28.09,28.09,20.89
H,3903276,233.48,318.84,318.84,259.32,26.77,26.77,9.96
H,3903277,133.87,163.32,163.32,148.56,18.03,18.03,9.89
H,390328,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903282,204.88,315.36,315.36,230.40,35.03,35.03,11.08
H,3903286,233.48,318.84,318.84,259.32,26.77,26.77,9.96
H,3903290,572.41,679.00,679.00,679.00,15.70,15.70,15.70
H,3903296,380.14,459.20,459.20,459.20,17.22,17.22,17.22
H,3903332,204.88,353.16,353.16,321.00,41.99,41.99,36.17
H,3903337,489.78,603.72,603.72,601.92,18.87,18.87,18.63
H,3903338,204.92,315.36,315.36,230.40,35.02,35.02,11.06
H,390334,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903341,489.80,566.50,566.50,566.50,13.54,13.54,13.54
H,3903342,204.88,353.16,353.16,321.00,41.99,41.99,36.17
H,3903344,127.04,172.68,172.68,141.00,26.43,26.43,9.90
H,3903346,363.72,476.75,476.75,476.75,23.71,23.71,23.71
H,3903347,233.52,318.84,318.84,259.32,26.76,26.76,9.95
H,3903348,119.23,163.32,163.32,148.56,27.00,27.00,19.74
H,3903349,380.28,487.96,487.96,487.96,22.07,22.07,22.07
H,390335,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903352,204.88,353.16,353.16,321.00,41.99,41.99,36.17
H,3903354,233.47,318.84,318.84,259.32,26.78,26.78,9.97
H,3903359,373.92,476.75,476.75,476.75,21.57,21.57,21.57
H,390345,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903450,489.77,603.72,603.72,601.92,18.87,18.87,18.63
H,3903452,204.88,353.16,353.16,321.00,41.99,41.99,36.17
H,3903454,127.01,172.68,172.68,141.00,26.45,26.45,9.92
H,3903455,398.06,463.37,463.37,463.37,14.09,14.09,14.09
H,3903456,233.56,318.84,318.84,259.32,26.75,26.75,9.93
H,3903458,116.68,159.48,159.48,129.60,26.84,26.84,9.97
H,3903462,380.14,487.96,487.96,487.96,22.10,22.10,22.10
H,3903466,326.91,476.75,476.75,476.75,31.43,31.43,31.43
H,3903470,0.00,486.74,486.74,486.74,100.00,100.00,100.00
H,3903475,380.12,476.74,476.74,476.74,20.27,20.27,20.27
H,390350,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903501,90.84,120.15,120.15,120.15,24.39,24.39,24.39
H,3903503,119.01,157.33,157.33,157.33,24.36,24.36,24.36
H,3903505,30.28,40.05,40.05,40.05,24.39,24.39,24.39
H,390361,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903610,430.25,545.61,545.61,545.61,21.14,21.14,21.14
H,3903612,204.86,353.16,353.16,321.00,41.99,41.99,36.18
H,3903614,127.03,176.64,176.64,160.56,28.09,28.09,20.88
H,390362,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903622,204.88,353.16,353.16,321.00,41.99,41.99,36.17
H,3903624,127.04,172.68,172.68,141.00,26.43,26.43,9.90
H,390363,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903630,0.00,545.61,545.61,545.61,100.00,100.00,100.00
H,3903632,204.91,353.16,353.16,321.00,41.98,41.98,36.17
H,3903633,233.50,318.84,318.84,259.32,26.77,26.77,9.96
H,3903634,127.04,176.64,176.64,160.56,28.08,28.08,20.88
H,3903636,204.96,353.16,353.16,321.00,41.96,41.96,36.15
H,3903638,127.04,176.64,176.64,160.56,28.08,28.08,20.88
H,390364,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903642,204.88,315.30,315.30,230.40,35.02,35.02,11.08
H,3903644,0.00,176.64,176.64,160.56,100.00,100.00,100.00
H,3903646,233.48,326.76,326.76,297.00,28.55,28.55,21.39
H,3903648,116.68,159.48,159.48,129.60,26.84,26.84,9.97
H,390365,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903652,204.89,353.16,353.16,321.00,41.98,41.98,36.17
H,3903656,128.00,176.64,176.64,160.56,27.54,27.54,20.28
H,390366,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903662,204.92,315.36,315.36,230.40,35.02,35.02,11.06
H,390367,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903671,14.78,16.07,16.07,16.07,8.03,8.03,8.03
H,3903672,204.87,353.16,353.16,321.00,41.99,41.99,36.18
H,3903674,147.52,176.64,176.64,160.56,16.49,16.49,8.12
H,3903678,471.81,489.90,489.90,468.20,3.69,3.69,-0.77
H,390369,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903694,14.76,16.07,16.07,16.07,8.15,8.15,8.15
H,3903699,14.76,16.07,16.07,16.07,8.15,8.15,8.15
H,390372,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903722,204.87,315.36,315.36,230.40,35.04,35.04,11.08
H,390374,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903740,294.91,353.10,353.10,321.00,16.48,16.48,8.13
H,3903741,430.22,489.90,489.90,468.20,12.18,12.18,8.11
H,3903742,127.00,172.60,172.60,141.00,26.42,26.42,9.93
H,3903744,233.50,318.84,318.84,259.32,26.77,26.77,9.96
H,390375,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3903750,204.86,315.30,315.30,230.40,35.03,35.03,11.09
H,3903752,127.04,176.64,176.64,160.56,28.08,28.08,20.88
H,3903754,233.52,318.84,318.84,259.32,26.76,26.76,9.95
H,3903756,116.68,159.48,159.48,129.60,26.84,26.84,9.97
H,3903764,232.76,318.84,318.84,259.32,27.00,27.00,10.24
H,390421,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3904214,204.92,315.36,315.36,230.40,35.02,35.02,11.06
H,3904224,204.89,315.36,315.36,230.40,35.03,35.03,11.07
H,3904226,243.36,301.00,301.00,301.00,19.15,19.15,19.15
H,3904228,389.92,454.05,454.05,454.05,14.12,14.12,14.12
H,390424,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3904242,126.44,155.69,155.69,155.69,18.79,18.79,18.79
H,3904244,204.89,315.36,315.36,230.40,35.03,35.03,11.07
H,3904246,244.32,301.00,301.00,301.00,18.83,18.83,18.83
H,3904252,389.94,454.05,454.05,454.05,14.12,14.12,14.12
H,390426,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3904264,156.04,315.36,315.36,230.40,50.52,50.52,32.27
H,390428,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3904284,204.28,315.36,315.36,230.40,35.22,35.22,11.34
H,3904286,244.32,301.00,301.00,301.00,18.83,18.83,18.83
H,390430,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,390448,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H,3904480,173.96,313.32,313.32,284.88,44.48,44.48,38.94
H,3904481,178.46,239.16,239.16,194.40,25.38,25.38,8.20
H,3904482,370.07,545.80,545.80,545.80,32.20,32.20,32.20
H,3904484,173.94,313.32,313.32,284.88,44.48,44.48,38.94
H,3904485,175.08,239.16,239.16,194.40,26.79,26.79,9.94
H,3904486,370.08,520.30,520.30,520.30,28.87,28.87,28.87
H,3904487,297.45,490.31,490.31,490.31,39.33,39.33,39.33
H,3904495,370.12,490.31,490.31,490.31,24.51,24.51,24.51
H,3904496,173.96,313.32,313.32,284.88,44.48,44.48,38.94
H,3904497,178.60,239.16,239.16,194.40,25.32,25.32,8.13
