sucursal,codigo,p1,p2,p3,cp,uc,m1,m2,m3
K,2354970,121.15,121.15,118.71,41.46,41.46,192.21,192.21,186.32
K,2354972,1506.65,1506.65,1476.38,1205.32,1205.32,25,25,22.49
K,2354974,163.55,163.55,160.25,82.92,82.92,97.24,97.24,93.26
K,2354980,81.67,81.67,82.95,55.28,55.28,47.74,47.74,50.05
K,2354982,424.67,424.67,406.12,313.95,313.96,35.26,35.26,29.35
K,2354984,442.52,442.52,423.19,330.28,330.28,33.98,33.98,28.13
K,2354986,1648.23,1648.23,1615.12,1318.59,1318.59,25,25,22.49
K,2354986,1648.23,1648.23,1615.12,1318.59,1318.59,25,25,22.49
K,2354988,206.02,206.02,201.88,156.58,156.61,31.55,31.55,28.91
K,2354990,664,664,644,550.53,550.53,20.61,20.61,16.98
K,2355000,53.32,53.32,51.73,44.22,44.22,20.58,20.58,16.98
K,2355305,1146.22,1146.22,1020.3,872.22,872.22,31.41,31.41,16.98
K,2355306,299.54,299.54,290.56,243.33,243.33,23.1,23.1,19.41
K,2355315,942.28,942.28,888.84,459.41,459.44,105.09,105.09,93.46
K,2355320,134.58,134.58,126.96,65.8,65.8,104.53,104.53,92.95
K,2355325,1146.22,1146.22,1020.3,568,568,101.8,101.8,79.63
K,2355330,51.95,51.95,51.95,20.93,20.93,148.21,148.21,148.21
K,2355710,844,844,778.67,675.19,675.19,25,25,15.33
K,2355710,844,844,778.67,675.19,675.19,25,25,15.33
K,2356105,819.62,819.62,729.58,623.83,623.83,31.39,31.39,16.95
K,2356505,34.23,34.23,33.21,11.97,11.97,185.96,185.96,177.44
K,2356512,114.57,114.57,100.95,55.53,55.55,106.25,106.25,81.73
K,2356517,114.57,114.57,100.95,55.52,55.53,106.32,106.32,81.79
K,2356525,114.57,114.57,100.95,55.53,55.54,106.28,106.28,81.76
K,2356537,114.57,114.57,100.95,55.6,55.61,106.02,106.02,81.53
K,2356542,114.57,114.57,100.95,55.55,55.57,106.17,106.17,81.66
K,2356547,193.12,193.12,170.18,154.5,154.5,25,25,10.15
K,2356552,193.12,193.12,170.18,154.5,154.5,25,25,10.15
K,2356557,193.12,193.12,170.18,154.5,154.5,25,25,10.15
K,2356562,193.12,193.12,170.18,154.5,154.5,25,25,10.15
K,2356565,193.12,193.12,170.18,93.15,93.16,107.3,107.3,82.67
K,2356572,193.12,193.12,170.18,154.5,154.51,24.99,24.99,10.14
K,2356577,193.12,193.12,170.18,154.5,154.5,25,25,10.15
K,2356579,193.12,193.12,170.18,154.52,154.54,24.96,24.96,10.12
K,2356580,62.56,62.56,60.69,34.04,34.04,83.78,83.78,78.29
K,2357305,292.52,292.52,254.08,234.02,234.02,25,25,8.57
K,2357705,210.93,210.93,183.22,168.97,168.97,24.83,24.83,8.43
K,2357705,210.93,210.93,183.22,169.8,169.8,24.22,24.22,7.9
K,2357710,210.93,210.93,183.22,168.75,168.75,25,25,8.57
K,2357715,210.93,210.93,183.22,168.75,168.75,25,25,8.57
K,2358105,1293.6,1293.6,1123.68,900.14,900.14,43.71,43.71,24.83
K,2360505,95.71,95.71,88.68,61.23,61.24,56.29,56.29,44.81
K,2360510,95.71,95.71,88.68,61.24,61.24,56.29,56.29,44.81
K,2360515,95.71,95.71,88.68,56.13,56.13,70.51,70.51,57.99
K,2360520,95.71,95.71,88.68,56.13,56.13,70.51,70.51,57.99
K,2360525,95.71,95.71,88.68,56.13,56.13,70.51,70.51,57.99
K,2360530,95.71,95.71,88.68,61.24,61.24,56.29,56.29,44.81
K,2360535,95.71,95.71,88.68,61.23,61.26,56.24,56.24,44.76
K,2360805,147.07,147.07,145.41,128.69,128.69,14.28,14.28,12.99
K,2361005,206.41,206.41,204.07,163.68,163.68,26.11,26.11,24.68
K,2361505,105.98,105.98,104.78,92.73,92.73,14.29,14.29,12.99
K,2361510,105.98,105.98,104.78,84.14,84.15,25.94,25.94,24.52
K,2361515,105.98,105.98,104.78,53.95,53.95,96.44,96.44,94.22
K,2361520,105.98,105.98,104.78,92.73,92.73,14.29,14.29,12.99
K,2362005,244.17,244.17,241.41,213.61,213.61,14.31,14.31,13.01
K,2362010,244.17,244.17,241.41,193.3,192.57,26.8,26.8,25.36
K,2362015,244.17,244.17,241.41,213.65,213.65,14.29,14.29,12.99
K,2362020,244.17,244.17,241.41,213.64,213.65,14.29,14.29,12.99
K,2362025,244.17,244.17,241.41,213.65,213.65,14.29,14.29,12.99
K,2362030,244.17,244.17,241.41,193.3,193.3,26.32,26.32,24.89
K,2362035,244.17,244.17,241.41,213.65,213.65,14.29,14.29,12.99
K,2362505,183.84,183.84,181.76,146.74,146.74,25.28,25.28,23.87
K,2362510,183.84,183.84,181.76,146.74,146.74,25.28,25.28,23.87
K,2362515,183.84,183.84,181.76,146.74,146.74,25.28,25.28,23.87
K,2363010,154.81,154.81,153.06,135.46,135.46,14.28,14.28,12.99
K,2363020,154.81,154.81,153.06,121.92,121.92,26.98,26.98,25.54
K,2363505,222.14,222.14,219.63,157.35,157.35,41.18,41.18,39.58
K,2363515,222.14,222.14,219.63,64.79,64.83,242.65,242.65,238.78
K,2364005,309.61,309.61,306.11,243.81,243.81,26.99,26.99,25.55
K,2364010,309.61,309.61,306.11,88.04,88.06,251.59,251.59,247.62
K,2364020,309.61,309.61,306.11,270.9,270.92,14.28,14.28,12.99
K,2365505,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
K,2365510,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
K,2365515,162.66,162.66,160.82,142.29,142.31,14.3,14.3,13.01
K,2365520,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
K,2365525,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
K,2365540,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
K,2365550,132.75,132.75,131.25,116.16,116.16,14.28,14.28,12.99
K,2365555,132.75,132.75,131.25,116.16,116.16,14.28,14.28,12.99
K,2365560,92.15,92.15,83.3,66.37,66.37,38.84,38.84,25.51
K,2365565,132.75,132.75,131.25,115.92,115.93,14.51,14.51,13.21
K,2365570,92.15,92.15,83.3,27.66,27.66,233.15,233.15,201.16
K,2366005,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
K,2366010,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
K,2366015,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
K,2366020,107.4,107.4,99.5,40.67,37.69,184.96,184.96,164
K,2366025,107.4,107.4,99.5,27.11,27.11,296.16,296.16,267.02
K,2366030,107.4,107.4,99.5,27.11,27.11,296.16,296.16,267.02
K,2366050,132.75,132.75,131.25,116.16,116.16,14.28,14.28,12.99
K,2366055,132.75,132.75,131.25,66.37,66.37,100.02,100.02,97.76
K,2366060,132.75,132.75,131.25,103.71,103.71,28,28,26.55
K,2366065,132.75,132.75,131.25,27.66,24.79,435.5,435.5,429.45
K,2366070,31.25,31.25,31.25,27.65,27.65,13.02,13.02,13.02
K,2367005,162.66,162.66,160.82,142.08,142.1,14.47,14.47,13.17
K,2367010,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
K,2367505,106.43,106.43,105.23,84.66,84.66,25.71,25.71,24.3
K,2367510,106.43,106.43,105.23,84.66,84.66,25.71,25.71,24.3
K,2367525,268,268,242.58,155.78,155.78,72.04,72.04,55.72
K,2368005,118,118,106.6,108.41,108.41,8.85,8.85,-1.67
K,3000508,77,77,77,53,53,45.28,45.28,45.28
K,3000510,61.52,61.52,61.52,55.7,55.7,10.45,10.45,10.45
K,3000512,128.28,128.28,128.28,59.57,59.57,115.34,115.34,115.34
K,3000520,606,606,606,520,520,16.54,16.54,16.54
K,3000550,66.69,66.69,66.69,52.32,52.32,27.47,27.47,27.47
K,3800500,403.5,403.5,403.5,302.54,302.56,33.36,33.36,33.36
K,3800508,383.1,383.1,410.4,249.82,249.84,53.34,53.34,64.27
K,3800515,181.6,181.6,194.5,136.15,136.16,33.37,33.37,42.85
K,3800520,386,386,413.53,289.48,289.48,33.34,33.34,42.85
K,3801000,403.5,403.5,403.5,302.04,302.08,33.57,33.57,33.57
K,3801008,383.1,383.1,410.4,249.82,249.82,53.35,53.35,64.28
K,3801015,181.6,181.6,194.5,118.37,118.38,53.4,53.4,64.3
K,3801020,386,386,413.53,251.73,251.73,53.34,53.34,64.28
K,3801500,437.5,437.5,437.5,285.22,285.23,53.38,53.38,53.38
K,3801508,415,415,438.25,270.59,270.6,53.36,53.36,61.95
K,3801520,423,423,446.56,275.7,275.71,53.42,53.42,61.97
K,3802000,437.5,437.5,437.5,285.22,285.23,53.38,53.38,53.38
K,3802008,415,415,438.25,270.58,270.6,53.36,53.36,61.95
K,3802020,423,423,446.56,275.7,275.7,53.43,53.43,61.97
K,3802500,593.25,593.25,593.25,386.85,386.88,53.34,53.34,53.34
K,3802508,553,553,584.2,360.7,360.76,53.29,53.29,61.94
K,3802515,270.6,270.6,285.86,145.86,145.86,85.52,85.52,95.98
K,3802520,577.6,577.6,610.1,376.68,376.68,53.34,53.34,61.97
K,3880101,140.96,140.96,140.96,114.29,114.29,23.34,23.34,23.34
K,3880102,105.71,105.71,105.71,85.8,85.8,23.21,23.21,23.21
K,3880103,69.96,69.96,69.96,49.76,49.78,40.54,40.54,40.54
K,3880104,268.61,268.61,268.61,211.41,217.79,23.33,23.33,23.33
K,3880106,496.25,496.25,496.25,402.38,402.39,23.33,23.33,23.33
K,3880111,140.96,140.96,140.96,114.28,116.15,21.36,21.36,21.36
K,3880111,140.96,140.96,140.96,114.42,114.42,23.2,23.2,23.2
K,3880112,105.71,105.71,105.71,70.13,70.17,50.65,50.65,50.65
K,3880114,268.61,268.61,268.61,160.48,217.79,23.33,23.33,23.33
K,3880115,496.25,496.25,496.25,400.58,400.59,23.88,23.88,23.88
K,3880116,293.7,293.7,293.7,238.09,238.09,23.36,23.36,23.36
K,3880118,330.88,330.88,330.88,197.52,197.56,67.48,67.48,67.48
K,3880120,496.25,496.25,496.25,401,402.05,23.43,23.43,23.43
K,3880204,496.25,496.25,496.25,331.37,331.59,49.66,49.66,49.66
K,3881240,83.8,83.8,83.8,71.97,71.98,16.42,16.42,16.42
K,3881244,167.6,167.6,167.6,143.96,143.96,16.42,16.42,16.42
K,3881256,472.95,472.95,472.95,368.51,368.52,28.34,28.34,28.34
K,3881260,515.1,515.1,515.1,368.15,343.91,49.78,49.78,49.78
K,3881264,515.1,515.1,515.1,368.51,299.1,72.22,72.22,72.22
K,3881270,772.8,772.8,772.8,589.87,589.88,31.01,31.01,31.01
K,3881274,772.8,772.8,772.8,589.81,589.83,31.02,31.02,31.02
K,3882104,343.5,343.5,343.5,258.08,258.11,33.08,33.08,33.08
K,3882106,343.5,343.5,343.5,258.08,258.1,33.09,33.09,33.09
K,3882112,343.5,343.5,343.5,244.75,244.77,40.34,40.34,40.34
K,3884102,428.95,428.95,428.95,368.38,368.39,16.44,16.44,16.44
K,3884103,558.75,558.75,558.75,442.21,442.21,26.35,26.35,26.35
K,3884104,428.95,428.95,428.95,368.38,368.39,16.44,16.44,16.44
K,3884105,558.75,558.75,558.75,442.21,442.21,26.35,26.35,26.35
K,3884106,644.85,644.85,644.85,485.02,485.04,32.95,32.95,32.95
K,3884108,644.85,644.85,644.85,516.04,516.05,24.96,24.96,24.96
K,3884310,904.12,904.12,904.12,811.34,811.38,11.43,11.43,11.43
K,3884320,386.39,386.39,386.39,295.52,295.53,30.74,30.74,30.74
K,3884322,686.93,686.93,686.93,513.95,514.24,33.58,33.58,33.58
K,3885310,530.45,530.45,530.45,429.52,450.27,17.81,17.81,17.81
K,3885313,530.45,530.45,530.45,450.26,445.76,19,19,19
K,3885314,530.45,530.45,530.45,450.25,450.27,17.81,17.81,17.81
K,3885315,623.73,623.73,623.73,529.43,529.43,17.81,17.81,17.81
K,3885316,623.73,623.73,623.73,529.43,529.44,17.81,17.81,17.81
K,3885320,158.4,158.4,137.16,124.31,124.36,27.37,27.37,10.29
K,3885332,246.24,246.24,221.16,201.4,201.2,22.39,22.39,9.92
K,3885334,246.24,246.24,221.16,201.16,201.17,22.4,22.4,9.94
K,3885336,246.24,246.24,221.16,201.17,201.18,22.4,22.4,9.93
K,3885338,246.24,246.24,221.16,201.17,201.2,22.39,22.39,9.92
K,3885344,157.14,157.14,157.14,133.38,133.4,17.8,17.8,17.8
K,3885346,157.14,157.14,157.14,133.39,133.4,17.8,17.8,17.8
K,3885348,157.14,157.14,157.14,133.38,133.39,17.8,17.8,17.8
K,3885356,313.1,313.1,313.1,265.77,265.77,17.81,17.81,17.81
K,3885358,313.1,313.1,313.1,265.76,265.78,17.8,17.8,17.8
K,3885602,817.75,817.75,817.75,659.28,659.3,24.03,24.03,24.03
K,3885604,817.75,817.75,817.75,645.72,645.73,26.64,26.64,26.64
K,3885616,817.75,817.75,817.75,660.73,660.74,23.76,23.76,23.76
K,3885902,765.07,765.07,765.07,586.34,586.36,30.48,30.48,30.48
K,3885909,765.07,765.07,765.07,546,546.02,40.12,40.12,40.12
K,3886208,320.21,320.21,320.21,217.79,217.79,47.03,47.03,47.03
K,3886504,593.15,593.15,593.15,438.55,438.56,35.25,35.25,35.25
K,3886506,593.15,593.15,593.15,509.4,455.3,30.28,30.28,30.28
K,3886602,42.91,42.91,42.91,36.91,36.94,16.16,16.16,16.16
K,3886604,253.23,253.23,253.23,217.81,217.82,16.26,16.26,16.26
K,3886802,817.75,817.75,817.75,533.3,533.3,53.34,53.34,53.34
K,3887100,343.55,343.55,343.55,237.88,237.9,44.41,44.41,44.41
K,3887105,290.25,290.25,290.25,181.07,181.08,60.29,60.29,60.29
K,3887107,343.55,343.55,343.55,193.88,238.08,44.3,44.3,44.3
K,3887110,326.15,326.15,326.15,239.93,239.94,35.93,35.93,35.93
K,3887112,1382.9,1382.9,1382.9,1017.37,1017.38,35.93,35.93,35.93
K,3887114,774.05,774.05,774.05,549.99,550.02,40.73,40.73,40.73
K,3887116,774.05,774.05,774.05,549.98,549.99,40.74,40.74,40.74
K,3887204,343.55,343.55,343.55,254.69,254.71,34.88,34.88,34.88
K,3887602,17.47,17.47,17.47,14.75,14.77,18.28,18.28,18.28
K,3887614,280,280,249.2,228.93,228.94,22.3,22.3,8.85
K,3887618,287.08,287.08,251.88,231.41,231.41,24.06,24.06,8.85
K,3887620,210,210,196.2,179.15,179.37,17.08,17.08,9.38
K,3887622,240,240,213.6,194.1,194.11,23.64,23.64,10.04
K,3887623,1148.8,1148.8,934,840.91,840.92,36.61,36.61,11.07
K,3887624,1148.8,1148.8,934,847.32,847.34,35.58,35.58,10.23
K,3887625,1148.8,1148.8,934,858.07,858.08,33.88,33.88,8.85
K,3887626,1148.8,1148.8,934,816.1,840.91,36.61,36.61,11.07
K,3887632,240,240,213.6,194.1,194.06,23.67,23.67,10.07
K,3887636,916.11,916.11,916.11,777.67,777.68,17.8,17.8,17.8
K,3887650,233.04,233.04,206.4,187.47,187.48,24.3,24.3,10.09
K,3887652,234.48,234.48,190.62,171.61,171.61,36.64,36.64,11.08
K,3887654,117.7,117.7,95.7,86.15,86.17,36.59,36.59,11.06
K,3887656,233.04,233.04,206.4,187.48,187.48,24.3,24.3,10.09
K,3887660,234.48,234.48,190.62,171.61,171.62,36.63,36.63,11.07
K,3887661,233.04,233.04,206.4,187.49,187.5,24.29,24.29,10.08
K,3887663,233.04,233.04,206.4,187.48,187.48,24.3,24.3,10.09
K,3887902,159.44,159.44,159.44,135.35,135.35,17.8,17.8,17.8
K,3888204,151.31,151.31,151.31,128.44,128.51,17.74,17.74,17.74
K,3891205,422.28,403.87,403.87,342.81,342.82,23.18,17.81,17.81
K,3891208,336.7,321.44,321.44,294.05,294.06,14.5,9.31,9.31
K,3891213,250.62,239.28,239.28,218.91,218.95,14.46,9.29,9.29
K,3891216,352.8,335.2,335.2,306.54,306.56,15.08,9.34,9.34
K,3891220,254.1,246.9,246.9,226.24,226.25,12.31,9.13,9.13
K,3891224,245.9,245.9,245.9,283.21,217.12,13.26,13.26,13.26
K,3891402,189.72,189.72,189.72,157.76,157.77,20.25,20.25,20.25
K,3891406,189.72,189.72,189.72,157.76,157.82,20.21,20.21,20.21
K,3891608,336.7,321.44,321.44,294.05,294.11,14.48,9.29,9.29
K,3891616,352.8,335.2,335.2,306.54,306.54,15.09,9.35,9.35
K,3891620,254.1,246.9,246.9,226.23,226.25,12.31,9.13,9.13
K,3891808,336.7,321.44,321.44,294.06,294.06,14.5,9.31,9.31
K,3891816,352.8,335.2,335.2,306.55,306.55,15.09,9.35,9.35
K,3891820,254.1,246.9,246.9,180.74,181.02,40.37,36.39,36.39
K,3892008,336.7,321.44,321.44,294.06,294.09,14.49,9.3,9.3
K,3892008,336.7,321.44,321.44,209.9,209.9,60.41,53.14,53.14
K,3892013,250.62,239.28,239.28,218.91,218.92,14.48,9.3,9.3
K,3892016,352.8,335.2,335.2,306.54,306.66,15.05,9.31,9.31
K,3892020,254.1,246.9,246.9,226.24,215.68,17.81,14.48,14.48
K,3892205,422.28,403.87,403.87,342.8,342.82,23.18,17.81,17.81
K,3892208,336.7,321.44,321.44,294.07,294.08,14.49,9.3,9.3
K,3892213,250.62,239.28,239.28,218.92,218.92,14.48,9.3,9.3
K,3892216,352.8,335.2,335.2,306.55,309.32,14.06,8.37,8.37
K,3892220,254.1,246.9,246.9,226.23,226.28,12.29,9.11,9.11
K,3892405,422.28,403.87,403.87,342.81,342.81,23.18,17.81,17.81
K,3892408,336.7,321.44,321.44,294.07,294.07,14.5,9.31,9.31
K,3892413,250.62,239.28,239.28,218.92,218.94,14.47,9.29,9.29
K,3892414,250.62,239.28,239.28,218.9,218.91,14.49,9.31,9.31
K,3892416,352.8,335.2,335.2,306.55,306.76,15.01,9.27,9.27
K,3892417,352.8,335.2,335.2,306.53,306.6,15.07,9.33,9.33
K,3892420,254.1,246.9,246.9,226.24,226.24,12.31,9.13,9.13
K,3892424,245.9,245.9,245.9,308.38,322.23,-23.69,-23.69,-23.69
K,3892608,336.7,321.44,321.44,294.06,294.07,14.5,9.31,9.31
K,3892612,352.8,335.2,335.2,306.54,306.54,15.09,9.35,9.35
K,3892613,250.62,239.28,239.28,293.18,218.94,14.47,9.29,9.29
K,3893207,379.78,379.78,379.78,333.73,333.74,13.8,13.8,13.8
K,3893213,250.62,239.28,239.28,218.91,218.94,14.47,9.29,9.29
K,3893214,422.37,422.37,422.37,371.16,371.36,13.74,13.74,13.74
K,3893215,246.9,246.9,246.9,216.42,216.42,14.08,14.08,14.08
K,3893607,321.44,321.44,321.44,297.7,297.7,7.97,7.97,7.97
K,3894008,379.78,379.78,379.78,297.55,297.56,27.63,27.63,27.63
K,3894014,444.46,444.46,444.46,390.58,390.59,13.79,13.79,13.79
K,3895405,422.28,403.87,403.87,342.81,342.81,23.18,17.81,17.81
K,3895408,336.7,321.44,321.44,294.05,294.07,14.5,9.31,9.31
K,3895413,250.62,239.28,239.28,218.91,218.9,14.49,9.31,9.31
K,3895416,352.8,335.2,335.2,306.55,306.57,15.08,9.34,9.34
K,3895420,254.1,246.9,246.9,214.29,214.18,18.64,15.28,15.28
K,3895605,422.28,403.87,403.87,342.8,342.92,23.14,17.77,17.77
K,3895608,336.7,321.44,321.44,294.05,294.07,14.5,9.31,9.31
K,3895613,250.62,239.28,239.28,218.91,218.92,14.48,9.3,9.3
K,3895616,352.8,335.2,335.2,306.51,306.51,15.1,9.36,9.36
K,3895620,254.1,246.9,246.9,220.05,216.92,17.14,13.82,13.82
K,3895805,422.28,403.87,403.87,342.8,342.81,23.18,17.81,17.81
K,3895808,336.7,321.44,321.44,294.05,294.07,14.5,9.31,9.31
K,3895813,250.62,239.28,239.28,218.91,218.92,14.48,9.3,9.3
K,3895816,352.8,335.2,335.2,306.51,306.57,15.08,9.34,9.34
K,3895820,254.1,246.9,246.9,210.98,212.14,19.78,16.39,16.39
K,3896016,39.46,39.46,39.46,33.34,33.35,18.32,18.32,18.32
K,3896018,50.7,50.7,50.7,42.84,42.85,18.32,18.32,18.32
K,3896032,8.7,8.7,8.7,7.24,7.24,20.17,20.17,20.17
K,3896038,16.89,16.89,16.89,14.28,14.33,17.86,17.86,17.86
K,3896040,14.5,14.5,14.5,12.25,12.3,17.89,17.89,17.89
K,3896404,15.13,15.13,15.13,13.5,13.53,11.83,11.83,11.83
K,3896410,135.72,135.72,116.04,104.99,105,29.26,29.26,10.51
K,3896414,213.6,213.6,182.64,165.3,165.31,29.21,29.21,10.48
K,3896417,311,311,265.8,240.56,240.58,29.27,29.27,10.48
K,3896420,307.52,307.52,302.94,278.48,278.48,10.43,10.43,8.78
K,3896422,213.6,213.6,182.64,165.35,165.35,29.18,29.18,10.46
K,3896428,311,311,265.8,240.56,240.58,29.27,29.27,10.48
K,3896432,135.72,135.72,116.04,105.02,105.04,29.21,29.21,10.47
K,3896436,213.6,213.6,182.64,165.3,165.31,29.21,29.21,10.48
K,3896440,311,311,265.8,240.56,240.57,29.28,29.28,10.49
K,3896442,307.52,307.52,302.94,208.64,208.68,47.36,47.36,45.17
K,3896444,311,311,265.8,240.56,240.58,29.27,29.27,10.48
K,3896448,213.6,213.6,182.64,165.3,165.31,29.21,29.21,10.48
K,3900405,244.5,244.5,231.88,211.84,211.84,15.42,15.42,9.46
K,3900410,523.8,523.8,523.8,441.53,441.56,18.62,18.62,18.62
K,3900415,334.52,334.52,334.52,281.98,281.99,18.63,18.63,18.63
K,3900420,422.14,422.14,422.14,376.23,376.26,12.19,12.19,12.19
K,3900425,605.4,605.4,533.94,490.53,490.54,23.42,23.42,8.85
K,3900824,237.43,237.43,237.43,169.99,170,39.66,39.66,39.66
K,3900832,512.4,512.4,469.8,431.61,431.64,18.71,18.71,8.84
K,3900834,698.4,698.4,640.8,588.71,588.74,18.63,18.63,8.84
K,3900840,535.8,535.8,483,439.52,439.58,21.89,21.89,9.88
K,3900844,136.07,136.07,113.5,102.47,102.5,32.75,32.75,10.73
K,3900846,422.89,422.89,422.89,358.96,359,17.8,17.8,17.8
K,3900848,816.42,816.42,681,625.64,625.66,30.49,30.49,8.85
K,3900850,599.28,599.28,466,417.41,417.48,43.55,43.55,11.62
K,3900852,544.28,544.28,454,417.1,417.1,30.49,30.49,8.85
K,3900853,699.6,699.6,699.6,587.79,587.81,19.02,19.02,19.02
K,3900854,972.12,972.12,891.48,819.01,819.04,18.69,18.69,8.84
K,3900856,389.67,389.67,389.67,330.76,330.84,17.78,17.78,17.78
K,3900857,334.52,334.52,306.92,279.73,279.8,19.56,19.56,9.69
K,3900858,648.08,648.08,594.32,546.01,546.02,18.69,18.69,8.85
K,3900859,119.88,119.88,110.04,100.29,100.31,19.51,19.51,9.7
K,3900860,807.2,807.2,711.92,654.05,654.06,23.41,23.41,8.85
K,3900861,465.98,465.98,465.98,408.84,408.84,13.98,13.98,13.98
K,3900862,137.94,137.94,126.65,116.35,116.37,18.54,18.54,8.83
K,3900863,675.93,675.93,675.93,593.81,593.84,13.82,13.82,13.82
K,3900865,591.66,591.66,591.66,519.79,519.79,13.83,13.83,13.83
K,3900866,843.12,843.12,721.6,653.14,653.15,29.09,29.09,10.48
K,3900868,363.93,363.93,355.74,326.46,326.18,11.57,11.57,9.06
K,3901204,382.8,382.8,382.8,316.27,316.4,20.99,20.99,20.99
K,3901208,348.41,348.41,348.41,333.43,333.44,4.49,4.49,4.49
K,3901214,408.56,408.56,408.56,364.37,364.4,12.12,12.12,12.12
K,3901504,265.32,265.32,243.54,223.74,223.76,18.57,18.57,8.84
K,3901505,246.22,246.22,246.22,176.28,176.29,39.67,39.67,39.67
K,3901508,349.2,349.2,320.4,294.34,294.38,18.62,18.62,8.84
K,3901509,615.13,615.13,615.13,588.7,588.74,4.48,4.48,4.48
K,3901510,535,535,483,439.52,439.62,21.7,21.7,9.87
K,3901511,703.32,703.32,645.48,588.36,588.38,19.53,19.53,9.7
K,3901514,349.8,349.8,322.32,296.13,296.14,18.12,18.12,8.84
K,3901515,468.88,468.88,430.32,392.25,392.28,19.53,19.53,9.7
K,3901516,699.6,699.6,699.6,587.79,587.84,19.01,19.01,19.01
K,3901517,308,308,283.36,258.33,258.35,19.22,19.22,9.68
K,3901518,807.2,807.2,711.92,654.05,654.08,23.41,23.41,8.84
K,3901519,465.98,465.98,465.98,408.78,408.8,13.99,13.99,13.99
K,3901520,479.44,479.44,440,401.06,401.08,19.54,19.54,9.7
K,3901521,403.6,403.6,355.96,327.02,327.05,23.41,23.41,8.84
K,3901522,843.12,843.12,721.6,653.14,653.16,29.08,29.08,10.48
K,3901525,431.2,431.2,395.56,363.41,363.42,18.65,18.65,8.84
K,3901608,506.33,506.33,506.33,439.84,439.84,15.12,15.12,15.12
K,3901610,462.31,462.31,462.31,375.36,375.37,23.16,23.16,23.16
K,3902004,900.3,900.3,900.3,773.16,773.17,16.44,16.44,16.44
K,3902012,1273.9,1273.9,1273.9,767.76,767.77,65.92,65.92,65.92
K,3902014,806.9,806.9,806.9,586.66,586.68,37.54,37.54,37.54
K,3902015,922.25,922.25,922.25,587.06,587.06,57.1,57.1,57.1
K,3902017,593.7,593.7,593.7,431.13,431.14,37.7,37.7,37.7
K,3902022,319.44,319.44,290.4,264.44,264.45,20.79,20.79,9.81
K,3902026,519.36,519.36,452.88,410.68,410.7,26.46,26.46,10.27
K,3902030,33.1,33.1,28.62,24.62,24.63,34.39,34.39,16.2
K,3902031,24.83,24.83,24.83,17.38,17.44,42.37,42.37,42.37
K,3902034,502.56,502.56,390.72,349.98,350,43.59,43.59,11.63
K,3902049,319.44,319.44,290.4,264.45,251.12,27.21,27.21,15.64
K,3902051,502.56,502.56,390.72,349.99,350,43.59,43.59,11.63
K,3902054,281.04,281.04,243.93,209.95,209.96,33.85,33.85,16.18
K,3902057,294,294,265.2,241.33,246.04,19.49,19.49,7.79
K,3902061,335.04,335.04,301.92,260.84,260.88,28.43,28.43,15.73
K,3902063,294.96,294.96,265.68,244.08,244.12,20.83,20.83,8.83
K,3902065,294.96,294.96,265.68,244.08,244.12,20.83,20.83,8.83
K,3902067,519.36,519.36,452.88,410.68,411.56,26.19,26.19,10.04
K,3902076,33.1,33.1,28.62,25.93,25.97,27.45,27.45,10.2
K,3902080,33.1,33.1,28.62,24.61,25.96,27.5,27.5,10.25
K,3902081,24.83,24.83,24.83,17.38,17.39,42.78,42.78,42.78
K,3902082,319.44,319.44,290.4,264.44,264.45,20.79,20.79,9.81
K,3902084,519.36,519.36,452.88,389.9,410.68,26.46,26.46,10.28
K,3902086,502.56,502.56,390.72,332.03,332.04,51.36,51.36,17.67
K,3902088,169.8,169.8,153.6,132.74,132.74,27.92,27.92,15.71
K,3902090,147.48,147.48,132.84,122.03,122.04,20.85,20.85,8.85
K,3902104,596.75,596.75,596.75,401.94,401.89,48.49,48.49,48.49
K,3902106,464.15,464.15,464.15,312.65,312.64,48.46,48.46,48.46
K,3902408,319.44,319.44,290.4,264.51,264.52,20.76,20.76,9.78
K,3902412,294.96,294.96,265.68,242.51,242.51,21.63,21.63,9.55
K,3902416,294.96,294.96,265.68,244.09,244.09,20.84,20.84,8.85
K,3902428,335.04,335.04,301.92,274.72,274.73,21.95,21.95,9.9
K,3902434,502.56,502.56,390.72,349.98,350,43.59,43.59,11.63
K,3902436,33.1,33.1,28.62,25.93,25.96,27.5,27.5,10.25
K,3902440,691.85,691.85,691.85,594.17,594.18,16.44,16.44,16.44
K,3902448,1015.65,1015.65,1015.65,690.27,690.29,47.13,47.13,47.13
K,3902804,319.44,319.44,290.4,264.45,264.45,20.79,20.79,9.81
K,3902808,502.56,502.56,390.72,349.99,350.02,43.58,43.58,11.63
K,3902814,239.58,239.58,217.8,198.33,198.34,20.79,20.79,9.81
K,3902816,335.04,335.04,301.92,274.72,274.8,21.92,21.92,9.87
