sucursal,codigo,p1,p2,p3,cp,uc,m1,m2,m3
C,2286522,325,325,325,194.29,194.39,67.19,67.19,67.19
C,2286525,343,343,343,152.32,152.32,125.18,125.18,125.18
C,2286527,308,308,308,142.37,142.38,116.32,116.32,116.32
C,2286535,557,557,557,173.39,173.4,221.22,221.22,221.22
C,2286540,540,540,540,146.35,146.36,268.95,268.95,268.95
C,2286545,556,556,556,247.76,247.77,124.4,124.4,124.4
C,2287015,837,837,837,163.85,163.86,410.8,410.8,410.8
C,2287020,483,483,483,214.75,214.76,124.9,124.9,124.9
C,2287030,428,428,428,217.14,217.15,97.1,97.1,97.1
C,2287035,381,381,381,212.37,212.4,79.38,79.38,79.38
C,2287037,448,448,448,273.92,274.04,63.48,63.48,63.48
C,2287040,435,435,435,53.02,53.02,720.45,720.45,720.45
C,2287045,734,734,734,131.07,131.08,459.96,459.96,459.96
C,2287050,517,517,517,151.13,151.26,241.8,241.8,241.8
C,2287505,615,615,615,189.3,189.3,224.88,224.88,224.88
C,2287510,328,328,328,104.99,105.02,212.32,212.32,212.32
C,2287515,433,433,433,271.06,271.09,59.73,59.73,59.73
C,2288005,360,360,360,269.4,269.43,33.62,33.62,33.62
C,2288007,312,312,312,194.05,194.37,60.52,60.52,60.52
C,2288010,360,360,360,269.4,269.4,33.63,33.63,33.63
C,2288012,312,312,312,194.03,194.08,60.76,60.76,60.76
C,2288015,281,281,281,210.48,210.34,33.59,33.59,33.59
C,2288017,263,263,263,163.27,163.28,61.07,61.07,61.07
C,2288020,421,421,421,315.46,315.46,33.46,33.46,33.46
C,2288022,534,534,534,247.76,247.78,115.51,115.51,115.51
C,2288025,534,534,534,247.77,247.77,115.52,115.52,115.52
C,2288030,517,517,517,285.94,285.96,80.79,80.79,80.79
C,2288035,329,329,329,171.36,171.37,91.98,91.98,91.98
C,2288905,823,823,823,357.93,357.93,129.93,129.93,129.93
C,2288910,976,976,976,429.51,429.52,127.23,127.23,127.23
C,2288912,318.5,318.5,318.5,207.56,207.56,53.45,53.45,53.45
C,2288917,505,505,505,262.48,262.49,92.39,92.39,92.39
C,2289007,505,505,505,190.89,190.9,164.54,164.54,164.54
C,2289012,318.5,318.5,318.5,165.45,165.45,92.51,92.51,92.51
C,2289015,823,823,823,322.13,322.14,155.48,155.48,155.48
C,2289020,976,976,976,641.86,641.86,52.06,52.06,52.06
C,2289105,666,666,666,266.45,266.47,149.93,149.93,149.93
C,2289110,368,368,368,143.17,143.18,157.02,157.02,157.02
C,2289120,859,859,859,644.27,644.28,33.33,33.33,33.33
C,2289200,319,319,319,239.12,239.14,33.39,33.39,33.39
C,2289212,350,350,350,261.98,259.88,34.68,34.68,34.68
C,2289215,918,918,918,688.18,688.18,33.4,33.4,33.4
C,2289220,1002,1002,1002,269.03,269.04,272.44,272.44,272.44
C,2289250,840,840,840,361.9,361.92,132.1,132.1,132.1
C,2289500,340,340,340,171.81,171.82,97.88,97.88,97.88
C,2289505,340,340,340,254.46,254.48,33.61,33.61,33.61
C,2289510,340,340,340,254.46,254.47,33.61,33.61,33.61
C,2289515,340,340,340,170.44,170.45,99.47,99.47,99.47
C,2289520,340,340,340,143.17,143.18,137.46,137.46,137.46
C,2289550,419,419,419,100.75,141.59,195.92,195.92,195.92
C,2289555,419,419,419,188.51,188.52,122.26,122.26,122.26
C,2289560,419,419,419,313.64,313.65,33.59,33.59,33.59
C,2289565,419,419,419,313.64,313.65,33.59,33.59,33.59
C,2300505,225,225,225,172.01,172.03,30.79,30.79,30.79
C,2300507,225,225,225,173,173.1,29.98,29.98,29.98
C,2300510,225,225,225,173,173,30.06,30.06,30.06
C,2310500,167.6,167.6,167.6,158.98,158.98,5.42,5.42,5.42
C,2330505,109.35,109.35,112.11,63.83,63.83,71.31,71.31,75.64
C,2330510,233,233,239,136.08,136.08,71.22,71.22,75.63
C,2330515,296,296,303.41,152.87,152.87,93.63,93.63,98.48
C,2330530,109.35,109.35,112.11,59.1,59.1,85.03,85.03,89.7
C,2330535,233,233,239,136.08,136.08,71.22,71.22,75.63
C,2330540,296,296,303.41,152.87,152.87,93.63,93.63,98.48
C,2331015,118.5,119.5,122.47,72.92,72.92,62.51,63.88,67.95
C,2331020,242.25,242.25,248.33,162.77,162.77,48.83,48.83,52.56
C,2331022,326.5,326.5,334.73,165.11,165.11,97.75,97.75,102.73
C,2331025,105.75,105.75,108.32,66.35,78.96,33.93,33.93,37.18
C,2331030,197.76,197.76,202.83,136.38,136.38,45.01,45.01,48.72
C,2331030,197.76,197.76,202.83,158.21,158.21,25,25,28.2
C,2331032,294.3,294.3,301.83,155.74,155.74,88.97,88.97,93.8
C,2331035,133.25,133.25,136.53,84.86,84.86,57.02,57.02,60.89
C,2331040,279.25,279.25,286.37,177.84,177.84,57.02,57.02,61.03
C,2331505,151.25,151.25,155.05,84.57,84.57,78.85,78.85,83.34
C,2331510,234,234,239.97,130.03,130.03,79.96,79.96,84.55
C,2331515,155,155,158.97,90.27,90.27,71.71,71.71,76.11
C,2331515,155,155,158.97,91.17,91.17,70.01,70.01,74.37
C,2331515,155,155,158.97,90.27,90.27,71.71,71.71,76.11
C,2331520,316.75,316.75,324.87,185.93,185.93,70.36,70.36,74.73
C,2331520,316.75,316.75,324.87,195.22,195.22,62.25,62.25,66.41
C,2331525,143.5,143.5,147.1,78.05,78.05,83.86,83.86,88.47
C,2331530,307.5,307.5,315.38,160.78,160.78,91.26,91.26,96.16
C,2331535,23.45,23.45,25.55,19.93,19.93,17.66,17.66,28.2
C,2332005,153.5,153.5,157.26,95.84,95.84,60.16,60.16,64.09
C,2332010,144.6,144.6,148.3,91.09,91.09,58.74,58.74,62.81
C,2332015,144.6,144.6,148.3,91.09,91.09,58.74,58.74,62.81
C,2332020,144.6,144.6,148.3,91.09,91.09,58.74,58.74,62.81
C,2332025,343.5,343.5,352.11,219.72,219.72,56.34,56.34,60.25
C,2350510,736.56,736.56,736.56,227.52,227.54,223.71,223.71,223.71
C,2350530,405.11,405.11,405.11,110.07,110.16,267.75,267.75,267.75
C,2351705,505.55,505.55,448.68,305.04,305.04,65.73,65.73,47.09
C,2351710,686.76,686.76,609.46,511.52,511.52,34.26,34.26,19.15
C,2351715,348.4,348.4,317.41,148.61,148.61,134.44,134.44,113.59
C,2352510,99,99,96.97,71.86,71.86,37.77,37.77,34.94
C,2352515,99,99,96.97,71.85,71.85,37.79,37.79,34.96
C,2352520,99,99,96.97,57.21,57.22,73.02,73.02,69.47
C,2352525,99,99,96.97,71.85,71.87,37.75,37.75,34.92
C,2352530,99,99,96.97,36.59,36.6,170.49,170.49,164.95
C,2352535,99,99,96.97,36.85,39.33,151.72,151.72,146.55
C,2352537,99,99,96.97,51.26,51.27,93.1,93.1,89.14
C,2352540,99,99,96.97,65.2,65.24,51.75,51.75,48.64
C,2352542,99,99,96.97,57.21,57.23,72.99,72.99,69.44
C,2352545,99,99,96.97,65.2,71.86,37.77,37.77,34.94
C,2352547,99,99,96.97,57.21,57.24,72.96,72.96,69.41
C,2352550,99,99,96.97,36.59,36.61,170.42,170.42,164.87
C,2352552,99,99,96.97,51.25,51.27,93.1,93.1,89.14
C,2352555,99,99,96.97,71.85,71.85,37.79,37.79,34.96
C,2352557,99,99,96.97,65.2,65.21,51.82,51.82,48.7
C,2352560,64.07,64.07,62.74,44.57,44.57,43.75,43.75,40.77
C,2352580,64.07,64.07,62.74,44.57,44.57,43.75,43.75,40.77
C,2353305,114.58,114.58,100.97,91.67,91.67,24.99,24.99,10.15
C,2353310,114.58,114.58,100.97,91.67,91.67,24.99,24.99,10.15
C,2353320,114.58,114.58,100.97,82.06,82.06,39.63,39.63,23.04
C,2353330,114.58,114.58,100.97,91.67,91.67,24.99,24.99,10.15
C,2353331,114.58,114.58,100.97,91.67,91.67,24.99,24.99,10.15
C,2353335,114.58,114.58,100.97,40.66,40.66,181.8,181.8,148.33
C,2353340,114.58,114.58,100.97,91.67,91.67,24.99,24.99,10.15
C,2353345,114.58,114.58,100.97,82.06,82.06,39.63,39.63,23.04
C,2353346,114.58,114.58,100.97,91.67,91.67,24.99,24.99,10.15
C,2353350,114.58,114.58,100.97,91.67,91.67,24.99,24.99,10.15
C,2353355,114.58,114.58,100.97,91.67,91.68,24.98,24.98,10.13
C,2353356,114.5,114.5,100.97,91.67,91.67,24.9,24.9,10.15
C,2353356,114.5,114.5,100.97,91.67,91.67,24.9,24.9,10.15
C,2353705,1079,1079,995.38,863.1,863.1,25.01,25.01,15.33
C,2353710,64.5,64.5,63.2,51.6,51.6,25,25,22.48
C,2353715,1079,1079,995.38,816.88,816.88,32.09,32.09,21.85
C,2353720,64.5,64.5,63.2,46.07,46.11,39.88,39.88,37.06
C,2353725,1105,1105,1019.07,883.62,883.62,25.05,25.05,15.33
C,2353730,1105,1105,1019.07,883.62,883.62,25.05,25.05,15.33
C,2353745,1021.1,1021.1,942.09,770.65,770.65,32.5,32.5,22.25
C,2354105,957.83,957.83,883.73,482.19,482.24,98.62,98.62,83.26
C,2354108,1175.25,1175.25,1084.3,940.2,940.2,25,25,15.33
C,2354108,1175.25,1175.25,1084.3,940.2,940.2,25,25,15.33
C,2354110,70.25,70.25,68.83,50.68,50.74,38.45,38.45,35.65
C,2354115,957.83,957.83,883.73,482.19,482.24,98.62,98.62,83.26
C,2354118,1175.25,1175.25,1084.3,940.2,940.2,25,25,15.33
C,2354120,70.25,70.25,68.83,50.67,50.69,38.59,38.59,35.79
C,2354130,238.9,238.9,231.74,165.13,165.13,44.67,44.67,40.34
C,2354135,238.9,238.9,231.74,165.14,165.14,44.67,44.67,40.33
C,2354180,694,694,640,344.96,344.96,101.18,101.18,85.53
C,2354320,1327.25,1327.25,1224.54,796.41,796.41,66.65,66.65,53.76
C,2354905,160.67,160.67,157.44,128.54,128.54,25,25,22.48
C,2354915,840.28,840.28,775.26,672.23,672.23,25,25,15.33
C,2354920,160.67,160.67,157.44,128.54,128.54,25,25,22.48
C,2354925,854.87,854.87,788.72,683.9,683.9,25,25,15.33
C,2354926,198.26,198.26,192.32,164.4,164.4,20.6,20.6,16.98
C,2354930,840.28,840.28,775.26,672.23,672.23,25,25,15.33
C,2354935,160.67,160.67,157.44,76.02,76.02,111.35,111.35,107.1
C,2354940,854.87,854.87,788.72,452.1,452.16,89.06,89.06,74.43
C,2354945,840.28,840.28,775.26,640.01,640.01,31.29,31.29,21.13
C,2354950,752.33,752.33,694.11,601.96,601.97,24.98,24.98,15.31
C,2354965,1011.06,1011.06,932.82,557.81,557.81,81.26,81.26,67.23
C,2354970,121.15,121.15,118.71,41.46,41.43,192.42,192.42,186.53
C,2354972,1506.65,1506.65,1476.38,1205.42,1205.43,24.99,24.99,22.48
C,2354980,81.67,81.67,82.95,49.76,49.76,64.13,64.13,66.7
C,2354982,424.67,424.67,406.12,314,314,35.25,35.25,29.34
C,2354984,442.52,442.52,423.19,330.28,330.28,33.98,33.98,28.13
C,2354986,1648.23,1648.23,1615.12,1318.59,1318.59,25,25,22.49
C,2354988,206.02,206.02,201.88,148.23,148.23,38.99,38.99,36.19
C,2355305,1146.22,1146.22,1020.3,872.22,872.22,31.41,31.41,16.98
C,2355315,942.28,942.28,888.84,717.81,717.81,31.27,31.27,23.83
C,2355320,134.58,134.58,126.96,65.8,65.8,104.53,104.53,92.95
C,2355325,1146.22,1146.22,1020.3,566.96,567,102.16,102.16,79.95
C,2355330,51.95,51.95,51.95,18.03,18.03,188.13,188.13,188.13
C,2355710,844,844,778.67,675.19,675.19,25,25,15.33
C,2356105,819.62,819.62,729.58,655.7,655.7,25,25,11.27
C,2356512,114.57,114.57,100.95,70.21,70.21,63.18,63.18,43.78
C,2356517,114.57,114.57,100.95,61.02,61.02,87.76,87.76,65.44
C,2356525,114.57,114.57,100.95,70.21,66.81,71.49,71.49,51.1
C,2356537,114.57,114.57,100.95,61.02,70.21,63.18,63.18,43.78
C,2356542,114.57,114.57,100.95,70.21,70.21,63.18,63.18,43.78
C,2356547,193.12,193.12,170.18,154.5,154.5,25,25,10.15
C,2356552,193.12,193.12,170.18,154.5,154.5,25,25,10.15
C,2356557,193.12,193.12,170.18,154.5,154.5,25,25,10.15
C,2356562,193.12,193.12,170.18,154.5,154.5,25,25,10.15
C,2356565,193.12,193.12,170.18,93.15,93.17,107.28,107.28,82.66
C,2356572,193.12,193.12,170.18,154.5,154.8,24.75,24.75,9.94
C,2356577,193.12,193.12,170.18,154.5,154.5,25,25,10.15
C,2356579,193.12,193.12,170.18,154.5,154.5,25,25,10.15
C,2357305,292.52,292.52,254.08,234.02,234.02,25,25,8.57
C,2357705,210.93,210.93,183.22,169.32,169.32,24.57,24.57,8.21
C,2357715,210.93,210.93,183.22,168.75,168.75,25,25,8.57
C,2358105,1293.6,1293.6,1123.68,900.14,900.14,43.71,43.71,24.83
C,2360505,95.71,95.71,88.68,61.23,61.28,56.18,56.18,44.71
C,2360510,95.71,95.71,88.68,56.13,56.13,70.51,70.51,57.99
C,2360515,95.71,95.71,88.68,56.13,56.13,70.51,70.51,57.99
C,2360520,95.71,95.71,88.68,56.13,56.13,70.51,70.51,57.99
C,2360525,95.71,95.71,88.68,56.13,56.13,70.51,70.51,57.99
C,2360530,95.71,95.71,88.68,61.24,61.24,56.29,56.29,44.81
C,2360535,95.71,95.71,88.68,61.23,78.48,21.95,21.95,13
C,2360805,147.07,147.07,145.41,128.69,128.69,14.28,14.28,12.99
C,2361005,206.41,206.41,204.07,163.68,163.68,26.11,26.11,24.68
C,2361505,105.98,105.98,104.78,84.16,84.2,25.87,25.87,24.44
C,2361510,105.98,105.98,104.78,53.95,53.95,96.44,96.44,94.22
C,2361515,105.98,105.98,104.78,53.95,53.95,96.44,96.44,94.22
C,2361520,105.98,105.98,104.78,92.72,92.72,14.3,14.3,13.01
C,2362005,244.17,244.17,241.41,213.61,213.63,14.3,14.3,13
C,2362010,244.17,244.17,241.41,193.25,193.26,26.34,26.34,24.91
C,2362015,244.17,244.17,241.41,213.65,213.66,14.28,14.28,12.99
C,2362020,244.17,244.17,241.41,213.64,213.64,14.29,14.29,13
C,2362025,244.17,244.17,241.41,213.64,213.65,14.29,14.29,12.99
C,2362030,244.17,244.17,241.41,193.3,193.3,26.32,26.32,24.89
C,2362035,244.17,244.17,241.41,213.65,213.65,14.29,14.29,12.99
C,2362505,183.84,183.84,181.76,146.74,146.74,25.28,25.28,23.87
C,2362510,183.84,183.84,181.76,146.74,146.75,25.27,25.27,23.86
C,2362515,183.84,183.84,181.76,146.75,146.76,25.27,25.27,23.85
C,2363010,154.81,154.81,153.06,135.46,135.46,14.28,14.28,12.99
C,2363020,154.81,154.81,153.06,121.92,121.92,26.98,26.98,25.54
C,2363505,222.14,222.14,219.63,64.79,64.79,242.86,242.86,238.99
C,2363510,222.14,222.14,219.63,64.79,36.25,512.8,512.8,505.88
C,2363515,222.14,222.14,219.63,64.79,64.79,242.86,242.86,238.99
C,2364005,309.61,309.61,306.11,243.81,243.81,26.99,26.99,25.55
C,2364010,309.61,309.61,306.11,88.04,88.04,251.67,251.67,247.69
C,2364020,309.61,309.61,306.11,270.9,270.91,14.29,14.29,12.99
C,2365505,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
C,2365510,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
C,2365515,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
C,2365520,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
C,2365525,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
C,2365540,162.66,162.66,160.82,142.33,142.34,14.28,14.28,12.98
C,2365550,132.75,132.75,131.25,116.16,116.16,14.28,14.28,12.99
C,2365555,132.75,132.75,131.25,116.16,116.16,14.28,14.28,12.99
C,2365560,92.15,92.15,83.3,66.37,66.37,38.84,38.84,25.51
C,2365565,132.75,132.75,131.25,66.37,103.71,28,28,26.55
C,2365570,92.15,92.15,83.3,27.66,27.66,233.15,233.15,201.16
C,2366005,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
C,2366010,107.4,107.4,99.5,88.06,88.06,21.96,21.96,12.99
C,2366015,107.4,107.4,99.5,128.78,88.06,21.96,21.96,12.99
C,2366020,107.4,107.4,99.5,40.67,40.67,164.08,164.08,144.65
C,2366025,107.4,107.4,99.5,40.67,40.67,164.08,164.08,144.65
C,2366030,107.4,107.4,99.5,40.67,40.67,164.08,164.08,144.65
C,2366050,132.75,132.75,131.25,116.16,116.16,14.28,14.28,12.99
C,2366055,132.75,132.75,131.25,82.97,82.97,60,60,58.19
C,2366060,132.75,132.75,131.25,116.16,116.16,14.28,14.28,12.99
C,2366065,132.75,132.75,131.25,27.66,27.66,379.93,379.93,374.51
C,2367005,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
C,2367010,162.66,162.66,160.82,142.33,142.33,14.28,14.28,12.99
C,2367500,186.25,186.25,168.33,148.97,149.02,24.98,24.98,12.96
C,2367505,106.43,106.43,105.23,84.66,84.66,25.71,25.71,24.3
C,2367510,106.43,106.43,105.23,84.66,84.66,25.71,25.71,24.3
C,2367525,268,268,242.58,142.22,142.22,88.44,88.44,70.57
C,2368005,118,118,106.6,117.4,110.37,6.91,6.91,-3.42
C,3000508,77,77,77,47,47,63.83,63.83,63.83
C,3000510,61.52,61.52,61.52,55.7,55.7,10.45,10.45,10.45
C,3000512,128.28,128.28,128.28,59.57,59.6,115.23,115.23,115.23
C,3000520,606,606,606,520,520.08,16.52,16.52,16.52
C,3000550,66.69,66.69,66.69,38.3,38.3,74.13,74.13,74.13
C,3800500,403.5,403.5,403.5,263.11,263.11,53.36,53.36,53.36
C,3800508,383.1,383.1,410.4,249.82,249.83,53.34,53.34,64.27
C,3800515,181.6,181.6,194.5,136.15,136.15,33.38,33.38,42.86
C,3800520,386,386,413.53,251.73,251.73,53.34,53.34,64.28
C,3801000,403.5,403.5,403.5,302.54,302.55,33.37,33.37,33.37
C,3801008,383.1,383.1,410.4,249.82,249.82,53.35,53.35,64.28
C,3801015,181.6,181.6,194.5,118.4,118.4,53.38,53.38,64.27
C,3801020,386,386,413.53,289.48,289.48,33.34,33.34,42.85
C,3801500,437.5,437.5,437.5,285.23,285.4,53.29,53.29,53.29
C,3801508,415,415,438.25,270.59,270.63,53.35,53.35,61.94
C,3801520,423,423,446.56,275.71,275.72,53.42,53.42,61.96
C,3802000,437.5,437.5,437.5,327.98,327.98,33.39,33.39,33.39
C,3802008,415,415,438.25,270.59,270.59,53.37,53.37,61.96
C,3802020,423,423,446.56,275.7,275.7,53.43,53.43,61.97
C,3802500,593.25,593.25,593.25,386.85,386.9,53.33,53.33,53.33
C,3802508,553,553,584.2,360.7,360.72,53.3,53.3,61.95
C,3802515,270.6,270.6,285.86,145.86,145.86,85.52,85.52,95.98
C,3802520,577.6,577.6,610.1,376.69,376.7,53.33,53.33,61.96
C,3880101,140.96,140.96,140.96,114.28,114.29,23.34,23.34,23.34
C,3880101,140.96,140.96,140.96,114.29,114.29,23.34,23.34,23.34
C,3880102,105.71,105.71,105.71,70.13,70.15,50.69,50.69,50.69
C,3880103,69.96,69.96,69.96,45.43,49.76,40.59,40.59,40.59
C,3880104,268.61,268.61,268.61,217.78,217.79,23.33,23.33,23.33
C,3880106,496.25,496.25,496.25,402.34,402.35,23.34,23.34,23.34
C,3880111,140.96,140.96,140.96,114.32,117.48,19.99,19.99,19.99
C,3880112,105.71,105.71,105.71,70.13,70.15,50.69,50.69,50.69
C,3880114,268.61,268.61,268.61,158.07,217.79,23.33,23.33,23.33
C,3880115,496.25,496.25,496.25,401,401,23.75,23.75,23.75
C,3880116,293.7,293.7,293.7,239.46,239.46,22.65,22.65,22.65
C,3880118,330.88,330.88,330.88,197.5,197.51,67.53,67.53,67.53
C,3880120,496.25,496.25,496.25,400.97,402.29,23.36,23.36,23.36
C,3880204,496.25,496.25,496.25,331.37,331.46,49.72,49.72,49.72
C,3881240,83.8,83.8,83.8,58.69,58.65,42.88,42.88,42.88
C,3881244,167.6,167.6,167.6,143.95,143.97,16.41,16.41,16.41
C,3881256,472.95,472.95,472.95,368.51,368.51,28.34,28.34,28.34
C,3881264,515.1,515.1,515.1,368.51,368.51,39.78,39.78,39.78
C,3882104,343.5,343.5,343.5,258.08,258.09,33.09,33.09,33.09
C,3882106,343.5,343.5,343.5,258.08,258.09,33.09,33.09,33.09
C,3882112,343.5,343.5,343.5,258.08,258.09,33.09,33.09,33.09
C,3884102,428.95,428.95,428.95,331.48,331.47,29.41,29.41,29.41
C,3884103,558.75,558.75,558.75,442.21,442.22,26.35,26.35,26.35
C,3884104,428.95,428.95,428.95,331.48,331.46,29.41,29.41,29.41
C,3884105,558.75,558.75,558.75,442.21,442.21,26.35,26.35,26.35
C,3884106,644.85,644.85,644.85,516.04,516.06,24.96,24.96,24.96
C,3884108,644.85,644.85,644.85,516.04,516.08,24.95,24.95,24.95
C,3884310,904.12,904.12,904.12,811.34,811.35,11.43,11.43,11.43
C,3884320,386.39,386.39,386.39,295.51,295.52,30.75,30.75,30.75
C,3884322,686.93,686.93,686.93,589.93,589.94,16.44,16.44,16.44
C,3885310,530.45,530.45,530.45,429.61,433.84,22.27,22.27,22.27
C,3885313,530.45,530.45,530.45,429.61,431.34,22.98,22.98,22.98
C,3885314,530.45,530.45,530.45,450.26,450.28,17.8,17.8,17.8
C,3885315,623.73,623.73,623.73,529.43,529.38,17.82,17.82,17.82
C,3885316,623.73,623.73,623.73,529.42,529.43,17.81,17.81,17.81
C,3885320,158.4,158.4,137.16,124.32,124.36,27.37,27.37,10.29
C,3885332,246.24,246.24,221.16,200.99,200.75,22.66,22.66,10.17
C,3885334,246.24,246.24,221.16,201.16,201.18,22.4,22.4,9.93
C,3885336,246.24,246.24,221.16,201.17,201.22,22.37,22.37,9.91
C,3885338,246.24,246.24,221.16,201.17,201.17,22.4,22.4,9.94
C,3885344,157.14,157.14,157.14,133.36,133.37,17.82,17.82,17.82
C,3885346,157.14,157.14,157.14,133.39,133.39,17.8,17.8,17.8
C,3885348,157.14,157.14,157.14,133.38,133.42,17.78,17.78,17.78
C,3885356,313.1,313.1,313.1,265.76,265.77,17.81,17.81,17.81
C,3885358,313.1,313.1,313.1,265.75,265.75,17.82,17.82,17.82
C,3885602,817.75,817.75,817.75,660.73,660.74,23.76,23.76,23.76
C,3885616,817.75,817.75,817.75,660.73,660.74,23.76,23.76,23.76
C,3885902,765.07,765.07,765.07,586.91,586.92,30.35,30.35,30.35
C,3886208,320.21,320.21,320.21,217.8,217.8,47.02,47.02,47.02
C,3886504,593.15,593.15,593.15,439.51,438.2,35.36,35.36,35.36
C,3886506,593.15,593.15,593.15,509.4,464.78,27.62,27.62,27.62
C,3886602,42.91,42.91,42.91,36.93,36.93,16.19,16.19,16.19
C,3886604,253.23,253.23,253.23,217.8,217.88,16.22,16.22,16.22
C,3886802,817.75,817.75,817.75,533.3,533.32,53.33,53.33,53.33
C,3887100,343.55,343.55,343.55,201.19,217.79,57.74,57.74,57.74
C,3887105,290.25,290.25,290.25,201.15,201.15,44.3,44.3,44.3
C,3887107,343.55,343.55,343.55,193.89,238.09,44.29,44.29,44.29
C,3887110,326.15,326.15,326.15,215.32,239.94,35.93,35.93,35.93
C,3887112,1382.9,1382.9,1382.9,1026.38,1026.39,34.73,34.73,34.73
C,3887114,774.05,774.05,774.05,509.38,509.39,51.96,51.96,51.96
C,3887116,774.05,774.05,774.05,477.31,509.4,51.95,51.95,51.95
C,3887204,343.55,343.55,343.55,254.69,254.7,34.88,34.88,34.88
C,3887618,287.08,287.08,251.88,231.4,231.42,24.05,24.05,8.84
C,3887620,210,210,196.2,179.16,179.17,17.21,17.21,9.5
C,3887622,240,240,213.6,194.09,194.11,23.64,23.64,10.04
C,3887624,1148.8,1148.8,934,840.53,840.54,36.67,36.67,11.12
C,3887626,1148.8,1148.8,934,840.89,840.91,36.61,36.61,11.07
C,3887630,82.27,82.27,66.88,61.5,61.5,33.77,33.77,8.75
C,3887632,240,240,213.6,194.12,194.1,23.65,23.65,10.05
C,3887650,233.04,233.04,206.4,186.32,187.48,24.3,24.3,10.09
C,3887652,234.48,234.48,190.62,171.61,171.62,36.63,36.63,11.07
C,3887654,117.7,117.7,95.7,86.15,86.17,36.59,36.59,11.06
C,3887656,233.04,233.04,206.4,187.48,187.5,24.29,24.29,10.08
C,3887660,234.48,234.48,190.62,171.57,171.61,36.64,36.64,11.08
C,3887661,233.04,233.04,206.4,187.48,187.5,24.29,24.29,10.08
C,3887663,233.04,233.04,206.4,187.48,187.5,24.29,24.29,10.08
C,3887665,234.48,234.48,190.62,171.62,171.62,36.63,36.63,11.07
C,3887902,159.44,159.44,159.44,135.34,135.34,17.81,17.81,17.81
C,3888204,151.31,151.31,151.31,128.45,128.45,17.8,17.8,17.8
C,3891205,422.28,403.87,403.87,342.81,343.02,23.11,17.74,17.74
C,3891208,336.7,321.44,321.44,294.06,294.17,14.46,9.27,9.27
C,3891213,250.62,239.28,239.28,218.91,218.94,14.47,9.29,9.29
C,3891216,352.8,335.2,335.2,306.54,306.55,15.09,9.35,9.35
C,3891220,254.1,246.9,246.9,226.24,226.25,12.31,9.13,9.13
C,3891224,245.9,245.9,245.9,283.21,218.92,12.32,12.32,12.32
C,3891402,189.72,189.72,189.72,157.76,157.8,20.23,20.23,20.23
C,3891406,189.72,189.72,189.72,157.76,157.78,20.24,20.24,20.24
C,3891605,422.28,403.87,403.87,342.81,342.82,23.18,17.81,17.81
C,3891608,336.7,321.44,321.44,294.06,294.08,14.49,9.3,9.3
C,3891616,352.8,335.2,335.2,306.54,306.58,15.08,9.34,9.34
C,3891620,254.1,246.9,246.9,226.24,226.25,12.31,9.13,9.13
C,3891808,336.7,321.44,321.44,294.06,294.07,14.5,9.31,9.31
C,3891816,352.8,335.2,335.2,306.54,306.82,14.99,9.25,9.25
C,3891820,254.1,246.9,246.9,180.73,181.08,40.32,36.35,36.35
C,3892008,336.7,321.44,321.44,294.08,294.14,14.47,9.28,9.28
C,3892013,250.62,239.28,239.28,218.91,220.02,13.91,8.75,8.75
C,3892016,352.8,335.2,335.2,306.54,306.54,15.09,9.35,9.35
C,3892020,254.1,246.9,246.9,261.11,215.98,17.65,14.32,14.32
C,3892205,422.28,403.87,403.87,342.8,342.91,23.15,17.78,17.78
C,3892208,336.7,321.44,321.44,294.05,294.11,14.48,9.29,9.29
C,3892213,250.62,239.28,239.28,218.91,218.92,14.48,9.3,9.3
C,3892216,352.8,335.2,335.2,306.54,306.69,15.03,9.3,9.3
C,3892220,254.1,246.9,246.9,226.23,167.62,51.59,47.3,47.3
C,3892405,422.28,403.87,403.87,342.8,342.82,23.18,17.81,17.81
C,3892408,336.7,321.44,321.44,294.06,294.11,14.48,9.29,9.29
C,3892413,250.62,239.28,239.28,218.92,218.93,14.47,9.3,9.3
C,3892416,352.8,335.2,335.2,306.54,306.56,15.08,9.34,9.34
C,3892417,352.8,335.2,335.2,306.54,306.6,15.07,9.33,9.33
C,3892420,254.1,246.9,246.9,226.23,226.26,12.3,9.12,9.12
C,3892424,245.9,245.9,245.9,312.25,221.26,11.14,11.14,11.14
C,3892608,336.7,321.44,321.44,294.06,294.08,14.49,9.3,9.3
C,3892612,352.8,335.2,335.2,306.54,306.57,15.08,9.34,9.34
